,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
10,X,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
11,ERRORABC123!?,6,ERRORABC123!?,4,7,4,6,7,6,ERRORABC123!?,10,ERRORABC123!?,9,ERRORABC123!?,9,5,ERRORABC123!?
12,G,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
13,ERRORABC123!?,ERRORABC123!?,9,8,6,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6
14,ERRORABC123!?,5,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?
15,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,7,3,ERRORABC123!?,6,9
16,O,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,2,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,2,8,3,8
17,ERRORABC123!?,7,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,8,5,9
18,T,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6,ERRORABC123!?,5,ERRORABC123!?,11,9,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?
19,ERRORABC123!?,2,ERRORABC123!?,3,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,3,6,12,ERRORABC123!?,9,0,7,ERRORABC123!?,7
20,J,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,5,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
21,H,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
22,ERRORABC123!?,3,2,3,3,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,5,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
23,ERRORABC123!?,6,11,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,4,8,5,ERRORABC123!?
24,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,8,12,1,6,ERRORABC123!?,6
25,C,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,3,7,8,ERRORABC123!?,ERRORABC123!?,4,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
26,ERRORABC123!?,ERRORABC123!?,11,11,8,9,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7
27,ERRORABC123!?,ERRORABC123!?,14,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?
28,H,6,9,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,9,ERRORABC123!?,ERRORABC123!?,4,8
29,ERRORABC123!?,3,ERRORABC123!?,4,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,8,ERRORABC123!?,ERRORABC123!?
30,L,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,0,1,5,ERRORABC123!?,0,ERRORABC123!?,6,0,8,ERRORABC123!?,ERRORABC123!?
31,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,7,ERRORABC123!?,ERRORABC123!?
32,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,10,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,3,ERRORABC123!?
33,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7
34,M,6,9,ERRORABC123!?,ERRORABC123!?,6,5,6,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
35,ERRORABC123!?,4,7,6,ERRORABC123!?,3,ERRORABC123!?,6,6,8,6,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?
36,ERRORABC123!?,4,ERRORABC123!?,5,5,3,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,7,6,8,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?
37,P,3,6,4,ERRORABC123!?,ERRORABC123!?,4,14,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,4,ERRORABC123!?
38,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,6,6,8,5,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,8,ERRORABC123!?,11
39,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,15,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
40,X,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
41,ERRORABC123!?,3,7,4,ERRORABC123!?,4,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,6,ERRORABC123!?
42,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,7,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,4,9
43,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,7,6,8,ERRORABC123!?,6,ERRORABC123!?,10,ERRORABC123!?,8,6,ERRORABC123!?
44,ERRORABC123!?,7,9,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,10,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,8
45,X,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,ERRORABC123!?,7,3,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
46,W,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,8,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
47,G,1,ERRORABC123!?,2,1,1,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
48,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6,ERRORABC123!?,7
49,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,6,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
50,Y,ERRORABC123!?,11,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,7,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
51,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,6,0,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
52,ERRORABC123!?,ERRORABC123!?,4,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
53,ERRORABC123!?,4,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,3,7,7,ERRORABC123!?
54,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,6,4,ERRORABC123!?,ERRORABC123!?,7,7,8,ERRORABC123!?,ERRORABC123!?,2,7,ERRORABC123!?,8
55,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,7,8,ERRORABC123!?,7,5,ERRORABC123!?,6,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
56,Q,ERRORABC123!?,5,5,4,ERRORABC123!?,9,3,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,6,4,ERRORABC123!?
57,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,4,2,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,3,ERRORABC123!?,3,ERRORABC123!?
58,ERRORABC123!?,ERRORABC123!?,10,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,7,2,9,ERRORABC123!?,ERRORABC123!?
59,L,ERRORABC123!?,10,ERRORABC123!?,8,ERRORABC123!?,9,3,2,6,9,2,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
60,N,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,7,7,13,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8
61,ERRORABC123!?,2,3,3,ERRORABC123!?,1,5,9,ERRORABC123!?,ERRORABC123!?,11,9,11,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?
62,E,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,6,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,9
63,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
64,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
65,L,ERRORABC123!?,3,2,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?
66,ERRORABC123!?,3,5,ERRORABC123!?,4,3,ERRORABC123!?,8,3,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8
67,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,7,7,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,2,8,ERRORABC123!?,10
68,Y,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,3
69,H,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,4,5,ERRORABC123!?,4,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9
70,ERRORABC123!?,5,10,ERRORABC123!?,5,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,6,7,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?
71,Q,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,6,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,9
72,Q,ERRORABC123!?,6,6,ERRORABC123!?,5,8,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,9
73,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,1,13,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,13,3,11,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
74,J,4,ERRORABC123!?,5,5,2,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,8,ERRORABC123!?,8
75,ERRORABC123!?,4,ERRORABC123!?,5,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,2,8,ERRORABC123!?,7
76,R,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
77,M,ERRORABC123!?,ERRORABC123!?,7,4,4,6,6,ERRORABC123!?,4,9,9,10,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?
78,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
79,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,8,ERRORABC123!?,4,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,2,5
80,M,6,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,3,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,10,7,ERRORABC123!?,3,ERRORABC123!?
81,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
82,ERRORABC123!?,ERRORABC123!?,12,5,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,9,9,11,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
83,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
84,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,3,ERRORABC123!?,8,ERRORABC123!?,4,8,ERRORABC123!?,ERRORABC123!?
85,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
86,V,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,8,ERRORABC123!?,8,5,ERRORABC123!?,4,ERRORABC123!?
87,V,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
88,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,11,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
89,E,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,9,5,ERRORABC123!?
90,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,9,5,4
91,ERRORABC123!?,ERRORABC123!?,10,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,3,ERRORABC123!?,11,12,6,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
92,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,9,0,ERRORABC123!?
93,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
94,N,ERRORABC123!?,4,4,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,0,8
95,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,10,8,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
96,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
97,N,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,9,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,3,ERRORABC123!?,3,ERRORABC123!?
98,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,7,8,3,8,ERRORABC123!?,ERRORABC123!?
99,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,9,4,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,6
100,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,5,1,6,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,11,8,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?
101,S,6,8,7,6,ERRORABC123!?,6,ERRORABC123!?,4,8,ERRORABC123!?,7,6,2,ERRORABC123!?,5,ERRORABC123!?
102,ERRORABC123!?,5,9,6,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,7,5,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
103,ERRORABC123!?,ERRORABC123!?,3,2,ERRORABC123!?,ERRORABC123!?,7,11,2,6,ERRORABC123!?,ERRORABC123!?,8,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
104,C,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,4,7,ERRORABC123!?,6,10,ERRORABC123!?,13,1,9,2,ERRORABC123!?
105,V,4,ERRORABC123!?,7,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,0,ERRORABC123!?
106,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,2,ERRORABC123!?,2,ERRORABC123!?
107,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,8,2,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
108,D,3,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,3,8,ERRORABC123!?,ERRORABC123!?
109,W,ERRORABC123!?,1,ERRORABC123!?,1,ERRORABC123!?,7,ERRORABC123!?,4,0,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
110,I,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,8,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
111,E,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,2,3,ERRORABC123!?,6,ERRORABC123!?,7,ERRORABC123!?,14,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
112,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,6,13,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5
113,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,7,13,6,8,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
114,ERRORABC123!?,5,10,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,6,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
115,U,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,13,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?
116,C,ERRORABC123!?,3,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,7,9,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?
