,usual,proper,complete,1,convenient,convenient.1,nonprob,recommended,recommend
19,usual,proper,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
20,usual,ERRORABC123!?,complete,1,ERRORABC123!?,convenient,slightly_prob,recommended,ERRORABC123!?
21,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,slightly_prob,priority,priority
22,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,convenient,slightly_prob,not_recom,ERRORABC123!?
23,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
24,usual,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,priority
25,usual,ERRORABC123!?,complete,1,less_conv,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
26,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,recommended,ERRORABC123!?
27,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
28,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
29,ERRORABC123!?,proper,complete,1,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,very_recom
30,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
31,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,inconv,slightly_prob,ERRORABC123!?,not_recom
32,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,priority
33,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority,ERRORABC123!?
34,ERRORABC123!?,ERRORABC123!?,complete,1,less_conv,ERRORABC123!?,problematic,ERRORABC123!?,not_recom
35,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
36,usual,proper,complete,ERRORABC123!?,critical,ERRORABC123!?,nonprob,priority,ERRORABC123!?
37,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
38,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,very_recom
39,usual,proper,complete,1,ERRORABC123!?,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
40,usual,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,not_recom
41,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
42,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,critical,convenient,problematic,ERRORABC123!?,ERRORABC123!?
43,ERRORABC123!?,proper,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,not_recom
44,ERRORABC123!?,ERRORABC123!?,complete,1,critical,inconv,ERRORABC123!?,recommended,ERRORABC123!?
45,ERRORABC123!?,proper,ERRORABC123!?,1,ERRORABC123!?,inconv,nonprob,priority,ERRORABC123!?
46,usual,proper,complete,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
47,usual,ERRORABC123!?,ERRORABC123!?,1,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
48,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
49,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
50,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
51,ERRORABC123!?,proper,complete,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
52,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
53,ERRORABC123!?,proper,ERRORABC123!?,2,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
54,usual,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,nonprob,priority,ERRORABC123!?
55,usual,proper,ERRORABC123!?,2,convenient,ERRORABC123!?,nonprob,ERRORABC123!?,not_recom
56,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,convenient,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
57,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority,priority
58,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,not_recom
59,ERRORABC123!?,proper,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,priority
60,ERRORABC123!?,proper,complete,2,ERRORABC123!?,convenient,ERRORABC123!?,priority,priority
61,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,problematic,ERRORABC123!?,not_recom
62,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,inconv,ERRORABC123!?,recommended,ERRORABC123!?
63,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,nonprob,ERRORABC123!?,ERRORABC123!?
64,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,not_recom,ERRORABC123!?
65,ERRORABC123!?,ERRORABC123!?,complete,2,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,very_recom
66,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,slightly_prob,priority,priority
67,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
68,usual,proper,complete,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
69,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,priority,priority
70,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
71,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,very_recom
72,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,convenient,nonprob,priority,priority
73,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
74,usual,ERRORABC123!?,complete,2,less_conv,convenient,slightly_prob,recommended,ERRORABC123!?
75,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
76,ERRORABC123!?,proper,complete,2,less_conv,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
77,usual,proper,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
78,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,priority,ERRORABC123!?
79,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,problematic,not_recom,ERRORABC123!?
80,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,recommended,ERRORABC123!?
81,usual,ERRORABC123!?,complete,ERRORABC123!?,less_conv,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
82,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,inconv,nonprob,not_recom,ERRORABC123!?
83,ERRORABC123!?,proper,ERRORABC123!?,2,ERRORABC123!?,inconv,slightly_prob,ERRORABC123!?,very_recom
84,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
85,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
86,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,less_conv,inconv,problematic,recommended,ERRORABC123!?
87,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
88,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
89,usual,proper,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
90,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,priority
91,ERRORABC123!?,proper,complete,2,ERRORABC123!?,ERRORABC123!?,nonprob,not_recom,not_recom
92,ERRORABC123!?,ERRORABC123!?,complete,2,ERRORABC123!?,ERRORABC123!?,slightly_prob,recommended,ERRORABC123!?
93,usual,ERRORABC123!?,ERRORABC123!?,2,critical,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
94,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
95,usual,ERRORABC123!?,ERRORABC123!?,2,critical,ERRORABC123!?,ERRORABC123!?,recommended,priority
96,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,priority,ERRORABC123!?
97,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
98,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,critical,inconv,ERRORABC123!?,recommended,priority
99,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,nonprob,ERRORABC123!?,ERRORABC123!?
100,ERRORABC123!?,ERRORABC123!?,complete,2,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,not_recom
101,usual,ERRORABC123!?,complete,ERRORABC123!?,critical,inconv,slightly_prob,ERRORABC123!?,ERRORABC123!?
102,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority,priority
103,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,slightly_prob,not_recom,ERRORABC123!?
104,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
105,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,priority,priority
106,usual,proper,complete,2,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
107,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,recommended,very_recom
108,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,convenient,nonprob,priority,priority
109,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,nonprob,not_recom,ERRORABC123!?
110,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,convenient,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
111,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
112,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
113,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,convenient,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
114,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
115,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,problematic,ERRORABC123!?,not_recom
116,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
117,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,priority
118,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,inconv,nonprob,not_recom,not_recom
119,ERRORABC123!?,ERRORABC123!?,complete,3,convenient,ERRORABC123!?,slightly_prob,recommended,priority
120,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
121,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
122,ERRORABC123!?,proper,complete,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
123,ERRORABC123!?,proper,ERRORABC123!?,3,convenient,ERRORABC123!?,ERRORABC123!?,priority,priority
124,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,not_recom
125,usual,ERRORABC123!?,complete,3,ERRORABC123!?,convenient,ERRORABC123!?,recommended,ERRORABC123!?
126,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,priority
127,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,nonprob,not_recom,ERRORABC123!?
128,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,less_conv,convenient,slightly_prob,ERRORABC123!?,priority
129,ERRORABC123!?,proper,ERRORABC123!?,3,less_conv,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
130,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
131,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
132,usual,proper,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
133,ERRORABC123!?,proper,ERRORABC123!?,3,less_conv,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
134,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
135,ERRORABC123!?,proper,complete,3,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
136,ERRORABC123!?,ERRORABC123!?,complete,3,ERRORABC123!?,ERRORABC123!?,nonprob,ERRORABC123!?,not_recom
137,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,recommended,priority
138,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,less_conv,inconv,ERRORABC123!?,priority,ERRORABC123!?
139,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
140,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
141,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,priority,priority
142,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,not_recom
143,ERRORABC123!?,proper,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
144,usual,ERRORABC123!?,ERRORABC123!?,3,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
145,usual,proper,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
146,ERRORABC123!?,proper,complete,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
147,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
148,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
149,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,recommended,ERRORABC123!?
150,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,convenient,problematic,ERRORABC123!?,priority
151,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,not_recom,ERRORABC123!?
152,usual,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
153,usual,proper,ERRORABC123!?,3,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,priority
154,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,critical,inconv,ERRORABC123!?,ERRORABC123!?,not_recom
155,usual,proper,complete,ERRORABC123!?,critical,ERRORABC123!?,slightly_prob,recommended,ERRORABC123!?
156,ERRORABC123!?,proper,ERRORABC123!?,3,ERRORABC123!?,inconv,ERRORABC123!?,priority,ERRORABC123!?
157,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,critical,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
158,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,ERRORABC123!?,problematic,recommended,ERRORABC123!?
159,usual,ERRORABC123!?,ERRORABC123!?,3,critical,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
160,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
161,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,recommended,very_recom
162,usual,ERRORABC123!?,complete,more,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
163,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom
164,ERRORABC123!?,proper,complete,more,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,very_recom
165,ERRORABC123!?,ERRORABC123!?,complete,ERRORABC123!?,convenient,convenient,ERRORABC123!?,priority,ERRORABC123!?
166,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
167,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,more,convenient,ERRORABC123!?,ERRORABC123!?,recommended,priority
168,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,convenient,problematic,ERRORABC123!?,ERRORABC123!?
169,usual,proper,ERRORABC123!?,ERRORABC123!?,convenient,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
170,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
171,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,priority
172,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,inconv,nonprob,ERRORABC123!?,not_recom
173,usual,proper,ERRORABC123!?,more,convenient,ERRORABC123!?,slightly_prob,ERRORABC123!?,priority
174,ERRORABC123!?,proper,complete,more,convenient,ERRORABC123!?,ERRORABC123!?,priority,ERRORABC123!?
175,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
176,usual,ERRORABC123!?,ERRORABC123!?,more,convenient,inconv,ERRORABC123!?,recommended,priority
177,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
178,ERRORABC123!?,ERRORABC123!?,complete,more,convenient,ERRORABC123!?,problematic,ERRORABC123!?,ERRORABC123!?
179,ERRORABC123!?,ERRORABC123!?,complete,more,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
180,usual,proper,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,priority,ERRORABC123!?
181,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
182,usual,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,slightly_prob,ERRORABC123!?,ERRORABC123!?
183,usual,proper,ERRORABC123!?,more,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,priority
184,usual,proper,complete,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
185,usual,proper,ERRORABC123!?,more,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
186,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,more,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,priority
187,ERRORABC123!?,proper,complete,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,not_recom,ERRORABC123!?
188,usual,ERRORABC123!?,ERRORABC123!?,more,less_conv,inconv,nonprob,ERRORABC123!?,ERRORABC123!?
189,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,less_conv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
190,usual,ERRORABC123!?,complete,more,less_conv,ERRORABC123!?,nonprob,ERRORABC123!?,ERRORABC123!?
191,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
192,usual,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
193,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,less_conv,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
194,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,inconv,ERRORABC123!?,recommended,priority
195,usual,ERRORABC123!?,complete,ERRORABC123!?,less_conv,inconv,problematic,priority,priority
196,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,more,less_conv,inconv,ERRORABC123!?,not_recom,ERRORABC123!?
197,usual,ERRORABC123!?,complete,more,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
198,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,more,critical,ERRORABC123!?,nonprob,ERRORABC123!?,priority
199,usual,ERRORABC123!?,complete,ERRORABC123!?,ERRORABC123!?,convenient,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
200,usual,ERRORABC123!?,ERRORABC123!?,more,ERRORABC123!?,convenient,ERRORABC123!?,recommended,ERRORABC123!?
201,ERRORABC123!?,proper,ERRORABC123!?,ERRORABC123!?,critical,convenient,slightly_prob,ERRORABC123!?,priority
202,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,critical,convenient,slightly_prob,ERRORABC123!?,ERRORABC123!?
