name,addr,city,phone,type,class
dawat,210 e. 58th st.,new york,?,?,32
dawat,210 e. 58th st.,new york city,?,indian,?
felidia,243 e. 58th st.,new york,212/758-1479,?,33
felidia,243 e. 58th st.,?,?,?,?
four seasons grill room,99 e. 52nd st.,new york,?,?,?
four seasons,99 e. 52nd st.,?,212-754-9494,?,34
gotham bar & grill,12 e. 12th st.,?,?,american,?
gotham bar & grill,12 e. 12th st.,?,?,?,?
gramercy tavern,42 e. 20th st.  between park ave. s and broadway,new york,212/477-0777,?,36
gramercy tavern,42 e. 20th st.,?,212-477-0777,american (new),?
island spice,402 w. 44th st.,?,?,tel caribbean,?
island spice,402 w. 44th st.,?,212-765-1737,caribbean,37
jo jo,160 e. 64th st.,new york,?,american,38
jo jo,160 e. 64th st.,?,212-223-5656,french bistro,?
la caravelle,33 w. 55th st.,new york,?,french,?
la caravelle,33 w. 55th st.,new york city,?,?,39
la cote basque,60 w. 55th st.  between 5th and 6th ave.,?,212/688-6525,french,40
la cote basque,60 w. 55th st.,?,212-688-6525,?,40
le bernardin,155 w. 51st st.,new york,?,?,?
le bernardin,155 w. 51st st.,?,212-489-1515,?,41
les celebrites,160 central park s,new york,212/484-5113,?,42
les celebrites,155 w. 58th st.,?,?,french (classic),?
lespinasse,2 e. 55th st.,?,212/339-6719,american,?
lespinasse (new york city),2 e. 55th st.,?,?,asian,?
lutece,249 e. 50th st.,?,?,?,44
lutece,249 e. 50th st.,new york city,212-752-2225,?,?
manhattan ocean club,57 w. 58th st.,?,?,seafood,?
manhattan ocean club,57 w. 58th st.,new york city,?,?,45
march,405 e. 58th st.,?,?,?,?
march,405 e. 58th st.,?,?,?,46
mesa grill,102 5th ave.  between 15th and 16th sts.,?,?,american,?
mesa grill,102 fifth ave.,?,212-807-7400,southwestern,47
mi cocina,57 jane st.  off hudson st.,?,?,mexican,?
mi cocina,57 jane st.,?,212-627-8273,mexican,?
montrachet,239 w. broadway  between walker and white sts.,new york,212/ 219-2777,?,?
montrachet,239 w. broadway,?,?,french bistro,?
oceana,55 e. 54th st.,?,?,?,50
oceana,55 e. 54th st.,?,?,seafood,50
park avenue cafe,100 e. 63rd st.,new york,?,?,?
park avenue cafe (new york city),100 e. 63rd st.,new york city,212-644-1900,american (new),51
petrossian,182 w. 58th st.,?,?,?,?
petrossian,182 w. 58th st.,?,?,russian,?
picholine,35 w. 64th st.,?,212/724-8585,?,?
picholine,35 w. 64th st.,?,212-724-8585,mediterranean,?
pisces,95 ave. a at 6th st.,?,?,?,?
pisces,95 ave. a,?,?,?,?
rainbow room,30 rockefeller plaza,?,?,or 212/632-5100 american,?
rainbow room,30 rockefeller plaza,new york city,?,?,55
river cafe,1 water st. at the east river,brooklyn,?,american,?
river cafe,1 water st.,?,718-522-5200,american (new),56
san domenico,240 central park s,?,?,?,?
san domenico,240 central park s.,?,212-265-5959,italian,?
second avenue deli,156 2nd ave. at 10th st.,?,212/677-0606,delicatessen,58
second avenue deli,156 second ave.,?,?,?,?
seryna,11 e. 53rd st.,?,?,?,?
seryna,11 e. 53rd st.,?,212-980-9393,?,?
shun lee west,43 w. 65th st.,new york,?,?,?
shun lee palace,155 e. 55th st.,new york city,?,chinese,?
sign of the dove,1110 3rd ave. at 65th st.,?,?,american,?
sign of the dove,1110 third ave.,?,?,?,?
smith & wollensky,201 e. 49th st.,new york,212/753-1530,?,?
smith & wollensky,797 third ave.,?,212-753-1530,?,?
tavern on the green,in central park at 67th st.,?,212/873-3200,american,63
tavern on the green,central park west,new york city,212-873-3200,?,?
uncle nick's,747 9th ave.  between 50th and 51st sts.,new york,212/315-1726,?,?
uncle nick's,747 ninth ave.,new york city,212-245-7992,greek,?
union square cafe,21 e. 16th st.,?,212/243-4020,american,65
union square cafe,21 e. 16th st.,?,212-243-4020,?,65
virgil's,152 w. 44th st.,?,?,?,66
virgil's real bbq,152 w. 44th st.,new york city,?,?,?
chin's,3200 las vegas blvd. s,las vegas,702/733-8899,?,67
chin's,3200 las vegas blvd. s.,las vegas,702-733-8899,chinese,?
coyote cafe,3799 las vegas blvd. s,?,?,southwestern,?
coyote cafe (las vegas),3799 las vegas blvd. s.,?,702-891-7349,?,?
le montrachet,3000 w. paradise rd.,?,?,?,?
le montrachet bistro,3000 paradise rd.,las vegas,?,french bistro,?
palace court,3570 las vegas blvd. s,?,702/731-7547,?,?
palace court,3570 las vegas blvd. s.,?,?,french (new),?
second street grille,200 e. fremont st.,?,?,?,?
second street grill,200 e. fremont st.,?,?,?,71
steak house,2880 las vegas blvd. s,?,?,?,?
steak house  the,2880 las vegas blvd. s.,?,?,?,72
tillerman,2245 e. flamingo rd.,las vegas,?,seafood,?
tillerman  the,2245 e. flamingo rd.,las vegas,702-731-4036,?,?
abruzzi,2355 peachtree rd.  peachtree battle shopping center,?,?,italian,?
abruzzi,2355 peachtree rd. ne,atlanta,?,?,?
bacchanalia,3125 piedmont rd.  near peachtree rd.,?,404/365-0410,international,?
bacchanalia,3125 piedmont rd.,?,?,?,?
bone's,3130 piedmont road,?,404/237-2663,?,76
bone's restaurant,3130 piedmont rd. ne,atlanta,?,steakhouses,76
brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,?,?,?,?
brasserie le coze,3393 peachtree rd.,?,?,?,77
buckhead diner,3073 piedmont road,atlanta,404/262-3336,?,78
buckhead diner,3073 piedmont rd.,?,?,american (new),?
ciboulette,1529 piedmont ave.,?,?,french,79
ciboulette restaurant,1529 piedmont ave.,atlanta,404-874-7600,?,79
delectables,1 margaret mitchell sq.,?,404/681-2909,?,80
delectables,1 margaret mitchell sq.,?,404-681-2909,?,?
georgia grille,2290 peachtree rd.  peachtree square shopping center,?,404/352-3517,?,?
georgia grille,2290 peachtree rd.,?,?,southwestern,?
hedgerose heights inn,490 e. paces ferry rd.,?,?,?,82
hedgerose heights inn  the,490 e. paces ferry rd. ne,atlanta,404-233-7673,?,?
heera of india,595 piedmont ave.  rio shopping mall,atlanta,?,?,83
heera of india,595 piedmont ave.,?,?,?,?
indigo coastal grill,1397 n. highland ave.,atlanta,?,?,84
indigo coastal grill,1397 n. highland ave.,?,?,?,84
la grotta,2637 peachtree rd.  peachtree house condominium,atlanta,404/231-1368,?,?
la grotta,2637 peachtree rd. ne,?,?,italian,85
mary mac's tea room,224 ponce de leon ave.,atlanta,404/876-1800,southern,?
mary mac's tea room,224 ponce de leon ave.,?,404-876-1800,?,?
nikolai's roof,255 courtland st.  at harris st.,atlanta,?,?,?
nikolai's roof,255 courtland st.,?,?,?,?
pano's and paul's,1232 w. paces ferry rd.,atlanta,?,?,?
pano's & paul's,1232 w. paces ferry rd.,atlanta,404-261-3662,american (new),?
cafe  ritz-carlton  buckhead,3434 peachtree rd.,?,404/237-2700,?,89
ritz-carlton cafe (buckhead),3434 peachtree rd. ne,atlanta,?,american (new),?
dining room  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,404/237-2700,?,?
ritz-carlton dining room (buckhead),3434 peachtree rd. ne,atlanta,?,american (new),90
restaurant  ritz-carlton  atlanta,181 peachtree st.,?,?,?,91
ritz-carlton restaurant,181 peachtree st.,atlanta,?,?,?
toulouse,b peachtree rd.,?,?,?,?
toulouse,293-b peachtree rd.,atlanta,404-351-9533,?,?
veni vidi vici,41 14th st.,?,?,?,?
veni vidi vici,41 14th st.,?,?,italian,?
alain rondelli,126 clement st.,?,?,french,?
alain rondelli,126 clement st.,san francisco,?,?,94
aqua,252 california st.,?,?,seafood,?
aqua,252 california st.,san francisco,?,american (new),95
boulevard,1 mission st.,san francisco,415/543-6084,?,?
boulevard,1 mission st.,?,415-543-6084,american (new),96
cafe claude,7 claude la.,?,?,?,97
cafe claude,7 claude ln.,san francisco,?,?,97
campton place,340 stockton st.,?,?,?,98
campton place,340 stockton st.,?,?,american (new),?
chez michel,804 northpoint,?,415/775-7036,?,?
chez michel,804 north point st.,?,?,californian,99
fleur de lys,777 sutter st.,san francisco,?,?,100
fleur de lys,777 sutter st.,san francisco,415-673-7779,french (new),?
fringale,570 4th st.,san francisco,?,?,?
fringale,570 fourth st.,?,?,french bistro,?
hawthorne lane,22 hawthorne st.,?,?,american,?
hawthorne lane,22 hawthorne st.,san francisco,?,?,?
khan toke thai house,5937 geary blvd.,san francisco,?,asian,?
khan toke thai house,5937 geary blvd.,?,415-668-6654,?,?
la folie,2316 polk st.,?,415/776-5577,?,104
la folie,2316 polk st.,?,415-776-5577,french (new),104
lulu,816 folsom st.,?,?,?,105
lulu restaurant-bis-cafe,816 folsom st.,san francisco,415-495-5775,?,105
masa's,648 bush st.,?,415/989-7154,?,106
masa's,648 bush st.,?,415-989-7154,?,?
mifune japan center  kintetsu building,1737 post st.,san francisco,415/922-0337,?,?
mifune,1737 post st.,?,415-922-0337,japanese,?
plumpjack cafe,3201 fillmore st.,?,?,?,?
plumpjack cafe,3127 fillmore st.,san francisco,?,american (new),108
postrio,545 post st.,?,?,?,?
postrio,545 post st.,san francisco,?,californian,?
ritz-carlton restaurant and dining room,600 stockton st.,?,?,?,110
ritz-carlton dining room (san francisco),600 stockton st.,san francisco,415-296-7465,?,110
rose pistola,532 columbus ave.,?,?,italian,?
rose pistola,532 columbus ave.,san francisco,415-399-0499,italian,?
adriano's ristorante,2930 beverly glen circle,?,310/475-9807,italian,112
barney greengrass,9570 wilshire blvd.,beverly hills,?,?,113
beaurivage,26025 pacific coast hwy.,?,?,?,?
bistro garden,176 n. canon dr.,los angeles,310/550-3900,californian,115
border grill,4th st.,?,?,?,?
broadway deli,3rd st. promenade,?,310/451-0616,american,?
ca'brea,346 s. la brea ave.,?,?,?,?
ca'del sol,4100 cahuenga blvd.,?,818/985-4669,italian,?
cafe pinot,700 w. fifth st.,?,213/239-6500,californian,120
california pizza kitchen,207 s. beverly dr.,?,?,californian,?
canter's,419 n. fairfax ave.,los angeles,?,?,122
cava,3rd st.,los angeles,213/658-8898,mediterranean,123
cha cha cha,656 n. virgil ave.,?,213/664-7723,caribbean,?
chan dara,310 n. larchmont blvd.,?,?,?,125
clearwater cafe,168 w. colorado blvd.,los angeles,818/356-0959,?,?
dining room,9500 wilshire blvd.,?,310/275-5200,californian,127
dive!,10250 santa monica blvd.,?,?,?,128
drago,2628 wilshire blvd.,?,?,italian,?
drai's,730 n. la cienega blvd.,?,?,?,130
dynasty room,930 hilgard ave.,los angeles,?,continental,?
eclipse,8800 melrose ave.,?,310/724-5959,?,?
ed debevic's,134 n. la cienega,?,310/659-1952,?,?
el cholo,1121 s. western ave.,?,?,?,134
gilliland's,2424 main st.,?,?,american,135
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,?,310/454-3474,?,136
hard rock cafe,8600 beverly blvd.,?,310/276-7605,american,137
harry's bar & american grill,2020 ave. of the stars,?,?,?,138
il fornaio cucina italiana,301 n. beverly dr.,?,310/550-8330,?,?
jack sprat's grill,10668 w. pico blvd.,los angeles,?,?,?
jackson's farm,439 n. beverly drive,los angeles,310/273-5578,californian,?
jimmy's,201 moreno dr.,los angeles,310/552-2394,?,142
joss,9255 sunset blvd.,los angeles,?,?,?
le colonial,8783 beverly blvd.,los angeles,310/289-0660,?,144
le dome,8720 sunset blvd.,los angeles,310/659-6919,french,?
louise's trattoria,4500 los feliz blvd.,?,213/667-0777,?,?
mon kee seafood restaurant,679 n. spring st.,?,?,asian,?
morton's,8764 melrose ave.,?,?,?,?
nate 'n' al's,414 n. beverly dr.,los angeles,?,?,?
nicola,601 s. figueroa st.,los angeles,?,american,150
ocean avenue,1401 ocean ave.,?,?,american,151
orleans,11705 national blvd.,?,?,?,152
pacific dining car,6th st.,?,?,?,153
paty's,10001 riverside dr.,toluca lake,?,?,?
pinot hollywood,1448 n. gower st.,?,213/461-8800,?,155
posto,14928 ventura blvd.,sherman oaks,818/784-4400,italian,?
prego,362 n. camden dr.,?,?,?,157
rj's the rib joint,252 n. beverly dr.,?,310/274-7427,?,?
remi,3rd st. promenade,santa monica,?,italian,159
restaurant horikawa,111 s. san pedro st.,?,?,?,?
roscoe's house of chicken 'n' waffles,1514 n. gower st.,?,213/466-9329,american,161
schatzi on main,3110 main st.,los angeles,?,continental,162
sofi,3rd st.,?,213/651-0346,?,?
swingers,8020 beverly blvd.,?,?,american,?
tavola calda,7371 melrose ave.,los angeles,213/658-6340,?,?
the mandarin,430 n. camden dr.,?,?,asian,?
tommy tang's,7313 melrose ave.,?,213/937-5733,asian,?
tra di noi,3835 cross creek rd.,?,?,?,?
trader vic's,9876 wilshire blvd.,?,?,?,169
vida,1930 north hillhurst ave.,los feliz,213/660-4446,?,?
west beach cafe,60 n. venice blvd.,los angeles,?,?,?
20 mott,20 mott st.  between bowery and pell st.,?,?,?,?
9 jones street,9 jones st.,?,?,?,173
adrienne,700 5th ave. at 55th st.,?,?,french,174
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,?,?,?
aja,937 broadway at 22nd st.,new york,?,american,176
alamo,304 e. 48th st.,?,212/ 759-0590,mexican,?
alley's end,311 w. 17th st.,new york,212/627-8899,?,?
ambassador grill,1 united nations plaza at 44th st.,?,?,american,179
american place,2 park ave. at 32nd st.,?,?,?,?
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,new york,?,italian,?
arizona,206 206 e. 60th st.,?,?,american,182
arturo's,106 w. houston st.  off thompson st.,?,212/677-3820,italian,183
au mandarin,200-250 vesey st. world financial center,?,?,asian,?
bar anise,1022 3rd ave.  between 60th and 61st sts.,?,212/355-1112,?,?
barbetta,321 w. 46th st.,new york,?,?,?
ben benson's,123 w. 52nd st.,?,212/581-8888,?,?
big cup,228 8th ave.  between 21st and 22nd sts.,?,?,?,188
billy's,948 1st ave.  between 52nd and 53rd sts.,new york,?,?,?
boca chica,13 1st ave.  near 1st st.,?,?,latin american,?
bolo,23 e. 22nd st.,new york,?,mediterranean,191
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,?,212/249-8484,?,192
bouterin,420 e. 59th st.  off 1st ave.,new york,?,french,?
brothers bar-b-q,225 varick st. at clarkston st.,new york,?,?,?
bruno,240 e. 58th st.,new york,?,?,?
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york,?,?,?
c3,103 waverly pl.  near washington sq.,new york,?,?,197
ct,111 e. 22nd st.  between park ave. s and lexington ave.,?,212/995-8500,?,198
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,?,212/988-2655,coffee bar,199
cafe botanica,160 central park s,new york,?,french,?
cafe la fortuna,69 w. 71st st.,new york,?,coffee bar,?
cafe luxembourg,200 w. 70th st.,?,?,french,?
cafe pierre,2 e. 61st st.,?,212/940-8185,?,?
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,?,212/818-1222,french,?
cafe fes,246 w. 4th st. at charles st.,?,212/924-7653,?,?
caffe dante,81 macdougal st.  between houston and bleeker sts.,?,?,coffee bar,?
caffe dell'artista,46 greenwich ave.,?,?,coffee bar,207
caffe lure,169 sullivan st.  between houston and bleecker sts.,?,?,french,?
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,new york,212/475-9557,coffee bar,?
caffe roma,385 broome st. at mulberry,?,212/226-8413,?,?
caffe vivaldi,32 jones st. at bleecker st.,new york,?,?,?
caffe bondi ristorante,7 w. 20th st.,?,212/691-8136,?,?
capsouto freres,451 washington st.  near watts st.,?,?,french,213
captain's table,860 2nd ave. at 46th st.,?,212/697-9538,seafood,214
casa la femme,150 wooster st.  between houston and prince sts.,?,?,?,?
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,?,212/343-9012,?,?
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,?,?,french,?
chiam,160 e. 48th st.,?,212/371-2323,?,?
china grill,60 w. 53rd st.,?,?,american,?
cite,120 w. 51st st.,?,?,french,?
coco pazzo,23 e. 74th st.,new york,?,?,221
columbus bakery,53rd sts.,new york,212/421-0334,coffee bar,?
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,?,212/753-5100,?,?
cupcake cafe,522 9th ave. at 39th st.,new york,?,coffee bar,224
da nico,164 mulberry st.  between grand and broome sts.,?,212/343-1212,?,?
dean & deluca,121 prince st.,?,212/254-8776,coffee bar,?
diva,341 w. broadway  near grand st.,new york,212/941-9024,italian,?
dix et sept,181 w. 10th st.,new york,212/645-8023,?,228
docks,633 3rd ave. at 40th st.,new york,212/ 986-8080,?,229
duane park cafe,157 duane st.  between w. broadway and hudson st.,?,212/732-5555,?,?
el teddy's,219 w. broadway  between franklin and white sts.,?,212/941-7070,?,?
emily's,1325 5th ave. at 111th st.,?,212/996-1212,american,?
empire korea,6 e. 32nd st.,new york,212/725-1333,?,233
ernie's,2150 broadway  between 75th and 76th sts.,new york,212/496-1588,american,?
evergreen cafe,1288 1st ave. at 69th st.,new york,212/744-3266,?,235
f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,?,?,?
felix,340 w. broadway at grand st.,new york,?,?,237
ferrier,29 e. 65th st.,new york,?,french,238
fifty seven fifty seven,57 e. 57th st.,?,?,?,239
film center cafe,635 9th ave.  between 44th and 45th sts.,?,?,american,?
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,?,?,?,241
firehouse,522 columbus ave.  between 85th and 86th sts.,?,?,?,?
first,87 1st ave.  between 5th and 6th sts.,?,?,?,?
fishin eddie,73 w. 71st st.,new york,?,seafood,?
fleur de jour,348 e. 62nd st.,new york,?,?,?
flowers,21 west 17th st.  between 5th and 6th aves.,?,?,?,?
follonico,6 w. 24th st.,new york,212/691-6359,italian,247
fraunces tavern,54 pearl st. at broad st.,?,212/269-0144,american,248
french roast,458 6th ave. at 11th st.,new york,212/533-2233,?,?
french roast cafe,2340 broadway at 85th st.,new york,?,coffee bar,?
frico bar,402 w. 43rd st.  off 9th ave.,?,?,?,?
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,new york,?,asian,?
gabriela's,685 amsterdam ave. at 93rd st.,?,?,mexican,253
gallagher's,228 w. 52nd st.,?,212/245-5336,?,?
gianni's,15 fulton st.,?,?,seafood,?
girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,?,?
global,33 93 2nd ave.  between 5th and 6th sts.,?,?,?,257
golden unicorn,18 e. broadway at catherine st.,?,?,asian,258
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,?,212/777-5922,?,?
halcyon,151 w. 54th st.  in the rihga royal hotel,new york,?,american,?
hard rock cafe,221 w. 57th st.,new york,212/489-6565,?,261
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,?,?,?,?
home,20 cornelia st.  between bleecker and w. 4th st.,?,?,?,263
hudson river club,4 world financial center,new york,?,american,264
i trulli,122 e. 27th st.  between lexington and park aves.,?,?,?,?
il cortile,125 mulberry st.  between canal and hester sts.,?,212/226-6060,italian,?
il nido,251 e. 53rd st.,?,?,?,?
inca grill,492 broome st.  near w. broadway,?,?,latin american,268
indochine,430 lafayette st.  between 4th st. and astor pl.,?,?,?,269
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,?,?,?
ipanema,13 w. 46th st.,?,212/730-5848,latin american,?
jean lafitte,68 w. 58th st.,new york,?,french,?
jewel of india,15 w. 44th st.,?,212/869-5544,?,?
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york,?,?,?
joe allen,326 w. 46th st.,?,212/581-6464,?,?
judson grill,152 w. 52nd st.,new york,?,american,?
l'absinthe,227 e. 67th st.,?,212/794-4950,french,?
l'auberge,1191 1st ave.  between 64th and 65th sts.,new york,212/288-8791,?,278
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,?,?,?,?
l'udo,432 lafayette st.  near astor pl.,?,212/388-0978,french,280
la reserve,4 w. 49th st.,?,?,?,?
lanza restaurant,168 1st ave.  between 10th and 11th sts.,?,?,italian,282
lattanzi ristorante,361 w. 46th st.,?,212/315-0980,?,?
layla,211 w. broadway at franklin st.,?,?,?,?
le chantilly,106 e. 57th st.,new york,?,french,285
le colonial,149 e. 57th st.,?,?,?,?
le gamin,50 macdougal st.  between houston and prince sts.,?,212/254-4678,?,?
le jardin,25 cleveland pl.  near spring st.,?,212/343-9599,?,?
le madri,168 w. 18th st.,new york,212/727-8022,italian,?
le marais,150 w. 46th st.,?,?,american,?
le perigord,405 e. 52nd st.,?,?,?,?
le select,507 columbus ave.  between 84th and 85th sts.,new york,?,?,?
les halles,411 park ave. s  between 28th and 29th sts.,?,?,french,293
lincoln tavern,51 w. 64th st.,new york,?,american,294
lola,30 west 22nd st.  between 5th and 6th ave.,new york,?,american,295
lucky strike,59 grand st.  between wooster st. and w. broadway,new york,?,?,?
mad fish,2182 broadway  between 77th and 78th sts.,?,?,?,?
main street,446 columbus ave.  between 81st and 82nd sts.,?,?,?,?
mangia e bevi,800 9th ave. at 53rd st.,?,212/956-3976,?,299
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,?,212/888-6556,?,300
manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,?,?
marichu,342 e. 46th st.  between 1st and 2nd aves.,new york,?,?,302
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,?,212/229-9313,?,303
match,160 mercer st.  between houston and prince sts.,?,?,?,?
matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,?,305
mavalli palace,46 e. 29th st.,new york,?,?,?
milan cafe and coffee bar,120 w. 23rd st.,new york,212/807-1801,coffee bar,307
monkey bar,60 e. 54th st.,new york,?,?,?
montien,1134 1st ave.   between 62nd and 63rd sts.,new york,?,?,?
morton's,551 5th ave. at 45th st.,new york,?,?,?
motown cafe,104 w. 57th st.  near 6th ave.,new york,?,?,311
new york kom tang soot bul house,32 w. 32nd st.,?,212/ 947-8482,?,312
new york noodletown,28 1/2 bowery at bayard st.,new york,?,asian,313
newsbar,2 w. 19th st.,?,212/255-3996,coffee bar,?
odeon,145 w. broadway at thomas st.,new york,?,american,315
orso,322 w. 46th st.,new york,212/489-7212,italian,?
osteria al droge,142 w. 44th st.,?,212/944-3643,italian,317
otabe,68 e. 56th st.,new york,212/223-7575,asian,?
pacifica,138 lafayette st.  between canal and howard sts.,new york,?,?,?
palio,151 w. 51st. st.,?,?,italian,?
pamir,1065 1st ave.  at 58th st.,?,212/644-9258,middle eastern,?
parioli romanissimo,24 e. 81st st.,?,?,italian,322
patria,250 park ave. s at 20th st.,?,?,?,?
peacock alley,301 park ave.  between 49th and 50th sts.,?,212/872-4895,french,324
pen & pencil,205 e. 45th st.,new york,212/682-8660,?,?
penang soho,109 spring st.  between greene and mercer sts.,?,?,asian,?
persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,212/535-1100,middle eastern,?
planet hollywood,140 w. 57th st.,new york,?,?,328
pomaire,371 w. 46th st.  off 9th ave.,new york,212/ 956-3055,?,?
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,?,?,american,330
post house,28 e. 63rd st.,new york,?,american,331
rain,100 w. 82nd st.,new york,?,?,?
red tulip,439 e. 75th st.,?,?,eastern european,?
remi,145 w. 53rd st.,?,212/581-4242,italian,?
republic,37a union sq. w  between 16th and 17th sts.,new york,?,asian,335
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,?,212/674-4140,continental,?
rosa mexicano,1063 1st ave. at 58th st.,?,212/753-7407,?,337
ruth's chris,148 w. 51st st.,?,212/245-9600,?,?
s.p.q.r,133 mulberry st.  between hester and grand sts.,?,?,?,339
sal anthony's,55 irving pl.,?,?,italian,340
sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,212/673-0330,east european,?
san pietro,18 e. 54th st.,new york,212/753-9015,?,?
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,?,212/570-2211,?,?
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,?,?,?,344
sea grill,19 w. 49th st.,new york,?,seafood,?
serendipity,3 225 e. 60th st.,?,?,?,?
seventh regiment mess and bar,643 park ave. at 66th st.,?,212/744-4107,american,?
sfuzzi,58 w. 65th st.,new york,212/873-3700,american,?
