name,addr,city,phone,type,class
carmine's,2450 broadway  between 90th and 91st sts.,new york,212/362-2200,?,28
carmine's,2450 broadway,?,212-362-2200,?,?
carnegie deli,854 7th ave.  between 54th and 55th sts.,new york,?,?,?
carnegie deli,854 seventh ave.,new york city,?,?,29
chanterelle,2 harrison st.  near hudson st.,?,?,?,30
chanterelle,2 harrison st.,new york city,?,?,30
daniel,20 e. 76th st.,?,212/288-0033,french,?
daniel,20 e. 76th st.,new york city,?,french (new),?
dawat,210 e. 58th st.,?,212/355-7555,?,32
dawat,210 e. 58th st.,?,?,indian,?
felidia,243 e. 58th st.,new york,212/758-1479,italian,33
felidia,243 e. 58th st.,new york city,?,italian,?
four seasons grill room,99 e. 52nd st.,new york,212/754-9494,american,34
four seasons,99 e. 52nd st.,?,?,?,34
gotham bar & grill,12 e. 12th st.,new york,?,american,35
gotham bar & grill,12 e. 12th st.,?,?,?,35
gramercy tavern,42 e. 20th st.  between park ave. s and broadway,?,?,?,?
gramercy tavern,42 e. 20th st.,?,212-477-0777,?,36
island spice,402 w. 44th st.,?,?,tel caribbean,?
island spice,402 w. 44th st.,new york city,?,?,?
jo jo,160 e. 64th st.,?,?,american,?
jo jo,160 e. 64th st.,?,?,french bistro,38
la caravelle,33 w. 55th st.,?,?,?,?
la caravelle,33 w. 55th st.,?,?,?,?
la cote basque,60 w. 55th st.  between 5th and 6th ave.,new york,212/688-6525,?,40
la cote basque,60 w. 55th st.,?,212-688-6525,?,40
le bernardin,155 w. 51st st.,?,?,french,41
le bernardin,155 w. 51st st.,new york city,212-489-1515,?,41
les celebrites,160 central park s,new york,212/484-5113,french,42
les celebrites,155 w. 58th st.,new york city,?,french (classic),?
lespinasse,2 e. 55th st.,?,212/339-6719,?,43
lespinasse (new york city),2 e. 55th st.,new york city,?,?,43
lutece,249 e. 50th st.,?,212/752-2225,french,?
lutece,249 e. 50th st.,?,?,?,?
manhattan ocean club,57 w. 58th st.,?,?,seafood,?
manhattan ocean club,57 w. 58th st.,?,212-371-7777,seafood,45
march,405 e. 58th st.,new york,?,american,46
march,405 e. 58th st.,?,?,?,?
mesa grill,102 5th ave.  between 15th and 16th sts.,new york,?,?,?
mesa grill,102 fifth ave.,new york city,212-807-7400,?,47
mi cocina,57 jane st.  off hudson st.,?,?,mexican,48
mi cocina,57 jane st.,new york city,?,?,48
montrachet,239 w. broadway  between walker and white sts.,?,212/ 219-2777,?,?
montrachet,239 w. broadway,new york city,?,?,?
oceana,55 e. 54th st.,new york,?,seafood,?
oceana,55 e. 54th st.,?,212-759-5941,?,?
park avenue cafe,100 e. 63rd st.,new york,?,?,51
park avenue cafe (new york city),100 e. 63rd st.,?,?,?,?
petrossian,182 w. 58th st.,?,?,french,?
petrossian,182 w. 58th st.,?,?,?,?
picholine,35 w. 64th st.,?,?,mediterranean,?
picholine,35 w. 64th st.,?,212-724-8585,?,?
pisces,95 ave. a at 6th st.,?,?,?,54
pisces,95 ave. a,new york city,212-260-6660,?,?
rainbow room,30 rockefeller plaza,new york,212/632-5000,?,55
rainbow room,30 rockefeller plaza,?,212-632-5000,?,?
river cafe,1 water st. at the east river,?,?,?,?
river cafe,1 water st.,?,718-522-5200,?,?
san domenico,240 central park s,?,?,italian,?
san domenico,240 central park s.,?,?,italian,57
second avenue deli,156 2nd ave. at 10th st.,new york,?,delicatessen,58
second avenue deli,156 second ave.,?,?,delis,58
seryna,11 e. 53rd st.,new york,?,?,?
seryna,11 e. 53rd st.,new york city,?,?,59
shun lee west,43 w. 65th st.,new york,?,?,?
shun lee palace,155 e. 55th st.,?,?,?,60
sign of the dove,1110 3rd ave. at 65th st.,?,212/861-8080,american,?
sign of the dove,1110 third ave.,?,?,?,?
smith & wollensky,201 e. 49th st.,?,?,american,62
smith & wollensky,797 third ave.,?,?,steakhouses,62
tavern on the green,in central park at 67th st.,?,?,?,63
tavern on the green,central park west,?,212-873-3200,?,63
uncle nick's,747 9th ave.  between 50th and 51st sts.,?,212/315-1726,?,?
uncle nick's,747 ninth ave.,?,212-245-7992,?,?
union square cafe,21 e. 16th st.,?,?,american,?
union square cafe,21 e. 16th st.,?,?,?,?
virgil's,152 w. 44th st.,new york,?,american,?
virgil's real bbq,152 w. 44th st.,new york city,?,?,?
chin's,3200 las vegas blvd. s,?,702/733-8899,?,67
chin's,3200 las vegas blvd. s.,?,702-733-8899,?,67
coyote cafe,3799 las vegas blvd. s,las vegas,702/891-7349,?,?
coyote cafe (las vegas),3799 las vegas blvd. s.,?,?,?,?
le montrachet,3000 w. paradise rd.,las vegas,?,?,69
le montrachet bistro,3000 paradise rd.,?,?,french bistro,?
palace court,3570 las vegas blvd. s,las vegas,702/731-7547,continental,?
palace court,3570 las vegas blvd. s.,?,?,?,70
second street grille,200 e. fremont st.,?,702/385-3232,?,71
second street grill,200 e. fremont st.,las vegas,702-385-6277,pacific rim,71
steak house,2880 las vegas blvd. s,?,?,?,?
steak house  the,2880 las vegas blvd. s.,?,?,?,72
tillerman,2245 e. flamingo rd.,las vegas,?,seafood,?
tillerman  the,2245 e. flamingo rd.,las vegas,?,?,?
abruzzi,2355 peachtree rd.  peachtree battle shopping center,?,404/261-8186,italian,74
abruzzi,2355 peachtree rd. ne,?,?,?,?
bacchanalia,3125 piedmont rd.  near peachtree rd.,?,404/365-0410,international,?
bacchanalia,3125 piedmont rd.,atlanta,?,californian,?
bone's,3130 piedmont road,atlanta,?,american,76
bone's restaurant,3130 piedmont rd. ne,?,?,?,?
brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,?,404/266-1440,?,?
brasserie le coze,3393 peachtree rd.,?,?,?,?
buckhead diner,3073 piedmont road,?,?,?,?
buckhead diner,3073 piedmont rd.,?,?,?,?
ciboulette,1529 piedmont ave.,atlanta,404/874-7600,french,79
ciboulette restaurant,1529 piedmont ave.,atlanta,404-874-7600,?,79
delectables,1 margaret mitchell sq.,atlanta,?,?,?
delectables,1 margaret mitchell sq.,atlanta,?,cafeterias,80
georgia grille,2290 peachtree rd.  peachtree square shopping center,?,?,?,81
georgia grille,2290 peachtree rd.,?,?,?,?
hedgerose heights inn,490 e. paces ferry rd.,atlanta,404/233-7673,?,?
hedgerose heights inn  the,490 e. paces ferry rd. ne,?,404-233-7673,?,?
heera of india,595 piedmont ave.  rio shopping mall,atlanta,?,asian,?
heera of india,595 piedmont ave.,?,404-876-4408,indian,83
indigo coastal grill,1397 n. highland ave.,atlanta,?,caribbean,?
indigo coastal grill,1397 n. highland ave.,atlanta,?,eclectic,84
la grotta,2637 peachtree rd.  peachtree house condominium,atlanta,?,?,?
la grotta,2637 peachtree rd. ne,atlanta,?,?,?
mary mac's tea room,224 ponce de leon ave.,atlanta,?,southern,?
mary mac's tea room,224 ponce de leon ave.,atlanta,404-876-1800,southern/soul,86
nikolai's roof,255 courtland st.  at harris st.,?,?,?,87
nikolai's roof,255 courtland st.,atlanta,404-221-6362,?,?
pano's and paul's,1232 w. paces ferry rd.,atlanta,?,?,?
pano's & paul's,1232 w. paces ferry rd.,atlanta,404-261-3662,american (new),88
cafe  ritz-carlton  buckhead,3434 peachtree rd.,?,?,ext 6108 international,?
ritz-carlton cafe (buckhead),3434 peachtree rd. ne,atlanta,?,?,89
dining room  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,404/237-2700,?,?
ritz-carlton dining room (buckhead),3434 peachtree rd. ne,atlanta,404-237-2700,american (new),90
restaurant  ritz-carlton  atlanta,181 peachtree st.,?,?,?,91
ritz-carlton restaurant,181 peachtree st.,atlanta,?,?,?
toulouse,b peachtree rd.,atlanta,404/351-9533,?,?
toulouse,293-b peachtree rd.,?,?,french (new),?
veni vidi vici,41 14th st.,?,404/875-8424,italian,?
veni vidi vici,41 14th st.,atlanta,?,?,93
alain rondelli,126 clement st.,san francisco,415/387-0408,?,?
alain rondelli,126 clement st.,san francisco,415-387-0408,?,?
aqua,252 california st.,san francisco,?,seafood,95
aqua,252 california st.,?,?,?,95
boulevard,1 mission st.,san francisco,?,?,?
boulevard,1 mission st.,?,?,?,?
cafe claude,7 claude la.,?,?,?,97
cafe claude,7 claude ln.,?,415-392-3505,?,?
campton place,340 stockton st.,san francisco,?,?,?
campton place,340 stockton st.,san francisco,?,american (new),?
chez michel,804 northpoint,san francisco,?,?,?
chez michel,804 north point st.,?,415-775-7036,?,?
fleur de lys,777 sutter st.,?,?,?,?
fleur de lys,777 sutter st.,san francisco,?,french (new),?
fringale,570 4th st.,?,?,?,?
fringale,570 fourth st.,?,?,?,?
hawthorne lane,22 hawthorne st.,?,?,american,?
hawthorne lane,22 hawthorne st.,?,415-777-9779,?,102
khan toke thai house,5937 geary blvd.,?,?,?,?
khan toke thai house,5937 geary blvd.,san francisco,?,thai,?
la folie,2316 polk st.,san francisco,415/776-5577,?,?
la folie,2316 polk st.,?,415-776-5577,french (new),?
lulu,816 folsom st.,?,?,?,?
lulu restaurant-bis-cafe,816 folsom st.,?,?,mediterranean,?
masa's,648 bush st.,?,415/989-7154,?,106
masa's,648 bush st.,?,415-989-7154,french (new),?
mifune japan center  kintetsu building,1737 post st.,?,?,asian,?
mifune,1737 post st.,?,?,japanese,107
plumpjack cafe,3201 fillmore st.,san francisco,415/563-4755,?,?
plumpjack cafe,3127 fillmore st.,san francisco,415-563-4755,?,?
postrio,545 post st.,san francisco,?,american,109
postrio,545 post st.,?,415-776-7825,californian,?
ritz-carlton restaurant and dining room,600 stockton st.,?,?,?,110
ritz-carlton dining room (san francisco),600 stockton st.,san francisco,?,?,?
rose pistola,532 columbus ave.,?,?,?,?
rose pistola,532 columbus ave.,?,?,italian,?
adriano's ristorante,2930 beverly glen circle,?,?,?,?
barney greengrass,9570 wilshire blvd.,beverly hills,310/777-5877,?,?
beaurivage,26025 pacific coast hwy.,?,310/456-5733,?,114
bistro garden,176 n. canon dr.,?,?,?,?
border grill,4th st.,los angeles,310/451-1655,?,116
broadway deli,3rd st. promenade,santa monica,?,american,117
ca'brea,346 s. la brea ave.,?,213/938-2863,?,118
ca'del sol,4100 cahuenga blvd.,?,?,?,119
cafe pinot,700 w. fifth st.,los angeles,213/239-6500,californian,?
california pizza kitchen,207 s. beverly dr.,los angeles,310/275-1101,?,?
canter's,419 n. fairfax ave.,?,?,?,122
cava,3rd st.,los angeles,?,?,123
cha cha cha,656 n. virgil ave.,?,213/664-7723,?,?
chan dara,310 n. larchmont blvd.,los angeles,213/467-1052,?,?
clearwater cafe,168 w. colorado blvd.,?,?,?,126
dining room,9500 wilshire blvd.,?,?,californian,?
dive!,10250 santa monica blvd.,?,310/788-,dive american,?
drago,2628 wilshire blvd.,santa monica,?,?,129
drai's,730 n. la cienega blvd.,?,310/358-8585,french,130
dynasty room,930 hilgard ave.,los angeles,310/208-8765,continental,?
eclipse,8800 melrose ave.,?,?,?,?
ed debevic's,134 n. la cienega,?,?,american,133
el cholo,1121 s. western ave.,los angeles,213/734-2773,mexican,134
gilliland's,2424 main st.,?,310/392-3901,?,?
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,?,?,american,136
hard rock cafe,8600 beverly blvd.,los angeles,310/276-7605,american,?
harry's bar & american grill,2020 ave. of the stars,los angeles,?,italian,?
il fornaio cucina italiana,301 n. beverly dr.,los angeles,?,?,?
jack sprat's grill,10668 w. pico blvd.,los angeles,310/837-6662,?,140
jackson's farm,439 n. beverly drive,los angeles,?,californian,141
jimmy's,201 moreno dr.,?,?,continental,?
joss,9255 sunset blvd.,los angeles,310/276-1886,asian,143
le colonial,8783 beverly blvd.,?,?,asian,144
le dome,8720 sunset blvd.,los angeles,310/659-6919,?,?
louise's trattoria,4500 los feliz blvd.,los angeles,?,?,146
mon kee seafood restaurant,679 n. spring st.,?,213/628-6717,?,147
morton's,8764 melrose ave.,?,310/276-5205,?,?
nate 'n' al's,414 n. beverly dr.,?,310/274-0101,?,?
nicola,601 s. figueroa st.,los angeles,213/485-0927,?,?
ocean avenue,1401 ocean ave.,?,?,?,151
orleans,11705 national blvd.,los angeles,?,?,?
pacific dining car,6th st.,?,?,?,?
paty's,10001 riverside dr.,toluca lake,?,?,154
pinot hollywood,1448 n. gower st.,los angeles,?,californian,?
posto,14928 ventura blvd.,sherman oaks,?,?,?
prego,362 n. camden dr.,?,310/277-7346,italian,?
rj's the rib joint,252 n. beverly dr.,?,310/274-7427,?,158
remi,3rd st. promenade,?,?,?,159
restaurant horikawa,111 s. san pedro st.,?,?,asian,?
roscoe's house of chicken 'n' waffles,1514 n. gower st.,?,213/466-9329,american,161
schatzi on main,3110 main st.,?,?,continental,162
sofi,3rd st.,?,213/651-0346,mediterranean,163
swingers,8020 beverly blvd.,?,?,?,?
tavola calda,7371 melrose ave.,?,213/658-6340,italian,?
the mandarin,430 n. camden dr.,?,310/859-0926,asian,?
tommy tang's,7313 melrose ave.,los angeles,?,?,?
tra di noi,3835 cross creek rd.,los angeles,?,italian,168
trader vic's,9876 wilshire blvd.,los angeles,?,asian,?
vida,1930 north hillhurst ave.,?,213/660-4446,american,?
west beach cafe,60 n. venice blvd.,los angeles,?,?,?
20 mott,20 mott st.  between bowery and pell st.,?,?,?,172
9 jones street,9 jones st.,?,?,?,173
adrienne,700 5th ave. at 55th st.,new york,?,french,174
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,212/473-2602,mediterranean,175
aja,937 broadway at 22nd st.,?,?,?,?
alamo,304 e. 48th st.,?,212/ 759-0590,mexican,?
alley's end,311 w. 17th st.,?,212/627-8899,?,178
ambassador grill,1 united nations plaza at 44th st.,?,?,?,179
american place,2 park ave. at 32nd st.,new york,?,?,180
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,?,?,italian,?
arizona,206 206 e. 60th st.,?,212/838-0440,american,?
arturo's,106 w. houston st.  off thompson st.,?,212/677-3820,?,183
au mandarin,200-250 vesey st. world financial center,new york,212/385-0313,?,184
bar anise,1022 3rd ave.  between 60th and 61st sts.,new york,212/355-1112,mediterranean,?
barbetta,321 w. 46th st.,new york,212/246-9171,?,?
ben benson's,123 w. 52nd st.,?,?,american,?
big cup,228 8th ave.  between 21st and 22nd sts.,?,?,?,188
billy's,948 1st ave.  between 52nd and 53rd sts.,new york,?,american,189
boca chica,13 1st ave.  near 1st st.,new york,?,?,190
bolo,23 e. 22nd st.,new york,212/228-2200,mediterranean,191
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,?,212/249-8484,asian,192
bouterin,420 e. 59th st.  off 1st ave.,?,212/758-0323,french,193
brothers bar-b-q,225 varick st. at clarkston st.,new york,212/727-2775,?,194
bruno,240 e. 58th st.,?,212/688-4190,italian,?
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york,212/840-6500,?,?
c3,103 waverly pl.  near washington sq.,?,?,?,197
ct,111 e. 22nd st.  between park ave. s and lexington ave.,?,?,?,198
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,?,212/988-2655,?,?
cafe botanica,160 central park s,?,?,?,200
cafe la fortuna,69 w. 71st st.,new york,212/724-5846,coffee bar,201
cafe luxembourg,200 w. 70th st.,?,212/873-7411,?,?
cafe pierre,2 e. 61st st.,?,?,french,203
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,new york,?,french,?
cafe fes,246 w. 4th st. at charles st.,new york,?,?,?
caffe dante,81 macdougal st.  between houston and bleeker sts.,?,?,coffee bar,?
caffe dell'artista,46 greenwich ave.,?,?,?,?
caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,?,?,?
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,?,?,?,?
caffe roma,385 broome st. at mulberry,new york,212/226-8413,coffee bar,?
caffe vivaldi,32 jones st. at bleecker st.,new york,?,?,?
caffe bondi ristorante,7 w. 20th st.,new york,212/691-8136,italian,?
capsouto freres,451 washington st.  near watts st.,?,?,french,213
captain's table,860 2nd ave. at 46th st.,new york,212/697-9538,seafood,?
casa la femme,150 wooster st.  between houston and prince sts.,new york,212/505-0005,?,?
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,?,?,?,216
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,?,?,?,217
chiam,160 e. 48th st.,?,212/371-2323,asian,?
china grill,60 w. 53rd st.,?,212/333-7788,?,?
cite,120 w. 51st st.,?,212/956-7100,?,?
coco pazzo,23 e. 74th st.,?,212/794-0205,?,?
columbus bakery,53rd sts.,?,212/421-0334,?,?
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,new york,?,?,?
cupcake cafe,522 9th ave. at 39th st.,?,212/465-1530,coffee bar,224
da nico,164 mulberry st.  between grand and broome sts.,?,?,?,225
dean & deluca,121 prince st.,?,?,?,226
diva,341 w. broadway  near grand st.,?,?,?,227
dix et sept,181 w. 10th st.,new york,212/645-8023,?,228
docks,633 3rd ave. at 40th st.,new york,?,?,229
duane park cafe,157 duane st.  between w. broadway and hudson st.,?,?,american,230
el teddy's,219 w. broadway  between franklin and white sts.,?,?,?,231
emily's,1325 5th ave. at 111th st.,new york,?,?,232
empire korea,6 e. 32nd st.,new york,?,?,?
ernie's,2150 broadway  between 75th and 76th sts.,new york,?,american,234
evergreen cafe,1288 1st ave. at 69th st.,?,?,?,?
f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,?,?,?
felix,340 w. broadway at grand st.,?,?,french,?
ferrier,29 e. 65th st.,new york,212/772-9000,french,238
fifty seven fifty seven,57 e. 57th st.,new york,212/758-5757,?,?
film center cafe,635 9th ave.  between 44th and 45th sts.,?,?,american,?
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,?,?,italian,?
firehouse,522 columbus ave.  between 85th and 86th sts.,?,212/595-3139,american,242
first,87 1st ave.  between 5th and 6th sts.,?,?,?,?
fishin eddie,73 w. 71st st.,?,?,?,?
fleur de jour,348 e. 62nd st.,new york,212/355-2020,?,245
flowers,21 west 17th st.  between 5th and 6th aves.,new york,?,?,246
follonico,6 w. 24th st.,?,212/691-6359,?,247
fraunces tavern,54 pearl st. at broad st.,?,212/269-0144,american,?
french roast,458 6th ave. at 11th st.,new york,212/533-2233,?,?
french roast cafe,2340 broadway at 85th st.,?,?,coffee bar,?
frico bar,402 w. 43rd st.  off 9th ave.,?,212/564-7272,?,?
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,?,?,?,?
gabriela's,685 amsterdam ave. at 93rd st.,?,212/961-0574,?,253
gallagher's,228 w. 52nd st.,new york,?,american,?
gianni's,15 fulton st.,new york,212/608-7300,?,?
girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,?,italian,?
global,33 93 2nd ave.  between 5th and 6th sts.,new york,?,?,257
golden unicorn,18 e. broadway at catherine st.,?,?,?,258
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,?,?,?,259
halcyon,151 w. 54th st.  in the rihga royal hotel,?,?,?,260
hard rock cafe,221 w. 57th st.,new york,212/489-6565,american,261
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,?,?,american,?
home,20 cornelia st.  between bleecker and w. 4th st.,?,212/243-9579,american,263
hudson river club,4 world financial center,new york,?,?,?
i trulli,122 e. 27th st.  between lexington and park aves.,?,?,italian,?
il cortile,125 mulberry st.  between canal and hester sts.,new york,?,?,266
il nido,251 e. 53rd st.,?,?,?,?
inca grill,492 broome st.  near w. broadway,new york,?,?,268
indochine,430 lafayette st.  between 4th st. and astor pl.,?,212/505-5111,?,?
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,?,?,?,?
ipanema,13 w. 46th st.,new york,?,latin american,271
jean lafitte,68 w. 58th st.,new york,?,?,272
jewel of india,15 w. 44th st.,?,?,?,?
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,?,212/682-5678,?,274
joe allen,326 w. 46th st.,new york,212/581-6464,american,?
judson grill,152 w. 52nd st.,?,?,american,?
l'absinthe,227 e. 67th st.,?,212/794-4950,?,277
l'auberge,1191 1st ave.  between 64th and 65th sts.,?,212/288-8791,?,278
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,new york,?,french,?
l'udo,432 lafayette st.  near astor pl.,new york,?,?,?
la reserve,4 w. 49th st.,?,?,french,281
lanza restaurant,168 1st ave.  between 10th and 11th sts.,?,212/674-7014,italian,?
lattanzi ristorante,361 w. 46th st.,?,?,italian,283
layla,211 w. broadway at franklin st.,?,212/431-0700,middle eastern,284
le chantilly,106 e. 57th st.,new york,212/751-2931,?,?
le colonial,149 e. 57th st.,?,?,?,286
le gamin,50 macdougal st.  between houston and prince sts.,?,?,coffee bar,?
le jardin,25 cleveland pl.  near spring st.,new york,212/343-9599,?,288
le madri,168 w. 18th st.,?,?,?,?
le marais,150 w. 46th st.,new york,?,?,?
le perigord,405 e. 52nd st.,?,?,french,?
le select,507 columbus ave.  between 84th and 85th sts.,new york,212/875-1993,american,?
les halles,411 park ave. s  between 28th and 29th sts.,?,?,?,?
lincoln tavern,51 w. 64th st.,new york,?,?,?
lola,30 west 22nd st.  between 5th and 6th ave.,new york,?,american,?
lucky strike,59 grand st.  between wooster st. and w. broadway,?,?,?,?
mad fish,2182 broadway  between 77th and 78th sts.,?,212/787-0202,?,297
main street,446 columbus ave.  between 81st and 82nd sts.,?,212/873-5025,?,298
mangia e bevi,800 9th ave. at 53rd st.,new york,212/956-3976,?,?
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,?,212/888-6556,?,?
manila garden,325 e. 14th st.  between 1st and 2nd aves.,?,?,?,?
marichu,342 e. 46th st.  between 1st and 2nd aves.,?,?,?,?
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,new york,?,coffee bar,303
match,160 mercer st.  between houston and prince sts.,?,212/906-9173,?,?
matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,american,?
mavalli palace,46 e. 29th st.,new york,?,asian,?
milan cafe and coffee bar,120 w. 23rd st.,new york,212/807-1801,?,?
monkey bar,60 e. 54th st.,?,212/838-2600,?,?
montien,1134 1st ave.   between 62nd and 63rd sts.,?,?,asian,?
morton's,551 5th ave. at 45th st.,?,?,?,?
motown cafe,104 w. 57th st.  near 6th ave.,?,212/581-8030,american,?
new york kom tang soot bul house,32 w. 32nd st.,?,?,asian,312
new york noodletown,28 1/2 bowery at bayard st.,?,?,?,?
newsbar,2 w. 19th st.,?,212/255-3996,?,?
odeon,145 w. broadway at thomas st.,?,?,?,315
orso,322 w. 46th st.,new york,?,italian,?
osteria al droge,142 w. 44th st.,?,?,?,317
otabe,68 e. 56th st.,new york,?,asian,318
pacifica,138 lafayette st.  between canal and howard sts.,?,?,asian,?
palio,151 w. 51st. st.,new york,?,?,?
pamir,1065 1st ave.  at 58th st.,?,?,middle eastern,?
parioli romanissimo,24 e. 81st st.,?,?,italian,?
patria,250 park ave. s at 20th st.,?,212/777-6211,?,323
peacock alley,301 park ave.  between 49th and 50th sts.,?,?,?,324
pen & pencil,205 e. 45th st.,?,?,american,?
penang soho,109 spring st.  between greene and mercer sts.,?,?,asian,?
persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,?,?,?
planet hollywood,140 w. 57th st.,new york,212/333-7827,american,?
pomaire,371 w. 46th st.  off 9th ave.,new york,212/ 956-3055,?,329
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,?,?,american,?
post house,28 e. 63rd st.,?,?,?,331
rain,100 w. 82nd st.,?,212/501-0776,?,?
red tulip,439 e. 75th st.,new york,212/734-4893,?,?
remi,145 w. 53rd st.,?,212/581-4242,italian,?
republic,37a union sq. w  between 16th and 17th sts.,?,212/627-7172,asian,335
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,?,212/674-4140,?,336
rosa mexicano,1063 1st ave. at 58th st.,new york,212/753-7407,?,?
ruth's chris,148 w. 51st st.,?,?,american,?
s.p.q.r,133 mulberry st.  between hester and grand sts.,?,212/925-3120,?,?
sal anthony's,55 irving pl.,?,?,italian,340
sammy's roumanian steak house,157 chrystie st. at delancey st.,?,?,east european,?
san pietro,18 e. 54th st.,new york,?,?,?
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york,212/570-2211,?,?
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,?,212/496-6280,?,?
sea grill,19 w. 49th st.,new york,?,seafood,345
serendipity,3 225 e. 60th st.,?,?,american,?
seventh regiment mess and bar,643 park ave. at 66th st.,?,212/744-4107,?,?
sfuzzi,58 w. 65th st.,new york,212/873-3700,american,?
shaan,57 w. 48th st.,?,?,?,?
sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,?,?,?
spring street natural restaurant & bar,62 spring st. at lafayette st.,?,212/966-0290,?,351
