name,addr,city,phone,type,class
palm  the (los angeles),9001 santa monica blvd.,w. hollywood,?,?,15
patina,5955 melrose ave.,?,213/467-1108,californian,?
patina,5955 melrose ave.,los angeles,?,californian,16
philippe's the original,1001 n. alameda st.,?,213/628-3781,?,?
philippe the original,1001 n. alameda st.,?,213-628-3781,?,?
pinot bistro,12969 ventura blvd.,los angeles,818/990-0500,?,?
pinot bistro,12969 ventura blvd.,studio city,818-990-0500,?,?
rex il ristorante,617 s. olive st.,los angeles,213/627-2300,italian,?
rex il ristorante,617 s. olive st.,?,213-627-2300,nuova cucina italian,19
spago,1114 horn ave.,los angeles,310/652-4025,californian,20
spago (los angeles),8795 sunset blvd.,w. hollywood,?,californian,?
valentino,3115 pico blvd.,santa monica,?,?,?
valentino,3115 pico blvd.,?,?,?,?
yujean kang's gourmet chinese cuisine,67 n. raymond ave.,?,818/585-0855,asian,?
yujean kang's,67 n. raymond ave.,pasadena,818-585-0855,chinese,22
21 club,21 w. 52nd st.,?,?,american,23
21 club,21 w. 52nd st.,new york city,?,american (new),23
aquavit,13 w. 54th st.,new york,212/307-7311,continental,24
aquavit,13 w. 54th st.,?,212-307-7311,?,24
aureole,34 e. 61st st.,new york,212/ 319-1660,?,25
aureole,34 e. 61st st.,?,212-319-1660,american (new),?
cafe lalo,201 w. 83rd st.,new york,?,?,?
cafe lalo,201 w. 83rd st.,new york city,212-496-6031,coffeehouses,26
cafe des artistes,1 w. 67th st.,new york,?,continental,27
cafe des artistes,1 w. 67th st.,new york city,212-877-3500,french (classic),27
carmine's,2450 broadway  between 90th and 91st sts.,?,212/362-2200,italian,28
carmine's,2450 broadway,new york city,?,italian,28
carnegie deli,854 7th ave.  between 54th and 55th sts.,new york,?,delicatessen,29
carnegie deli,854 seventh ave.,?,212-757-2245,delis,?
chanterelle,2 harrison st.  near hudson st.,?,?,american,30
chanterelle,2 harrison st.,new york city,212-966-6960,french (new),30
daniel,20 e. 76th st.,new york,212/288-0033,french,31
daniel,20 e. 76th st.,new york city,212-288-0033,french (new),31
dawat,210 e. 58th st.,?,212/355-7555,asian,32
dawat,210 e. 58th st.,new york city,212-355-7555,?,32
felidia,243 e. 58th st.,?,?,italian,?
felidia,243 e. 58th st.,new york city,212-758-1479,?,?
four seasons grill room,99 e. 52nd st.,new york,?,american,34
four seasons,99 e. 52nd st.,?,?,american (new),34
gotham bar & grill,12 e. 12th st.,new york,?,american,35
gotham bar & grill,12 e. 12th st.,?,?,american (new),35
gramercy tavern,42 e. 20th st.  between park ave. s and broadway,new york,212/477-0777,american,36
gramercy tavern,42 e. 20th st.,new york city,?,?,36
island spice,402 w. 44th st.,new york,212/765-1737,?,?
island spice,402 w. 44th st.,new york city,?,caribbean,37
jo jo,160 e. 64th st.,new york,?,american,38
jo jo,160 e. 64th st.,?,212-223-5656,french bistro,38
la caravelle,33 w. 55th st.,new york,212/586-4252,french,?
la caravelle,33 w. 55th st.,new york city,212-586-4252,?,39
la cote basque,60 w. 55th st.  between 5th and 6th ave.,?,?,?,?
la cote basque,60 w. 55th st.,?,212-688-6525,french (classic),40
le bernardin,155 w. 51st st.,new york,212/489-1515,french,41
le bernardin,155 w. 51st st.,new york city,212-489-1515,seafood,41
les celebrites,160 central park s,new york,212/484-5113,french,42
les celebrites,155 w. 58th st.,new york city,?,french (classic),42
lespinasse,2 e. 55th st.,new york,212/339-6719,american,?
lespinasse (new york city),2 e. 55th st.,new york city,212-339-6719,asian,43
lutece,249 e. 50th st.,new york,212/752-2225,?,44
lutece,249 e. 50th st.,new york city,?,french (classic),?
manhattan ocean club,57 w. 58th st.,?,212/ 371-7777,?,45
manhattan ocean club,57 w. 58th st.,new york city,212-371-7777,seafood,45
march,405 e. 58th st.,?,212/754-6272,?,?
march,405 e. 58th st.,new york city,212-754-6272,american (new),?
mesa grill,102 5th ave.  between 15th and 16th sts.,new york,?,american,47
mesa grill,102 fifth ave.,new york city,212-807-7400,southwestern,47
mi cocina,57 jane st.  off hudson st.,?,212/627-8273,?,?
mi cocina,57 jane st.,new york city,?,?,48
montrachet,239 w. broadway  between walker and white sts.,?,212/ 219-2777,french,49
montrachet,239 w. broadway,?,212-219-2777,french bistro,49
oceana,55 e. 54th st.,new york,?,?,50
oceana,55 e. 54th st.,new york city,212-759-5941,seafood,50
park avenue cafe,100 e. 63rd st.,new york,212/644-1900,american,?
park avenue cafe (new york city),100 e. 63rd st.,new york city,212-644-1900,?,51
petrossian,182 w. 58th st.,?,212/245-2214,?,52
petrossian,182 w. 58th st.,?,212-245-2214,russian,52
picholine,35 w. 64th st.,new york,?,?,53
picholine,35 w. 64th st.,new york city,212-724-8585,mediterranean,53
pisces,95 ave. a at 6th st.,?,212/260-6660,seafood,?
pisces,95 ave. a,new york city,?,seafood,54
rainbow room,30 rockefeller plaza,?,212/632-5000,or 212/632-5100 american,55
rainbow room,30 rockefeller plaza,new york city,?,american (new),?
river cafe,1 water st. at the east river,brooklyn,718/522-5200,?,56
river cafe,1 water st.,brooklyn,718-522-5200,american (new),56
san domenico,240 central park s,new york,212/265-5959,italian,57
san domenico,240 central park s.,new york city,212-265-5959,italian,?
second avenue deli,156 2nd ave. at 10th st.,?,212/677-0606,delicatessen,?
second avenue deli,156 second ave.,new york city,212-677-0606,delis,?
seryna,11 e. 53rd st.,new york,212/980-9393,asian,?
seryna,11 e. 53rd st.,new york city,212-980-9393,?,59
shun lee west,43 w. 65th st.,new york,?,asian,?
shun lee palace,155 e. 55th st.,?,?,chinese,60
sign of the dove,1110 3rd ave. at 65th st.,?,212/861-8080,?,61
sign of the dove,1110 third ave.,new york city,?,american (new),61
smith & wollensky,201 e. 49th st.,new york,212/753-1530,?,?
smith & wollensky,797 third ave.,?,212-753-1530,steakhouses,62
tavern on the green,in central park at 67th st.,?,212/873-3200,american,?
tavern on the green,central park west,?,?,american (new),63
uncle nick's,747 9th ave.  between 50th and 51st sts.,?,212/315-1726,mediterranean,?
uncle nick's,747 ninth ave.,new york city,?,?,64
union square cafe,21 e. 16th st.,?,?,american,65
union square cafe,21 e. 16th st.,new york city,?,american (new),65
virgil's,152 w. 44th st.,new york,212/ 921-9494,american,66
virgil's real bbq,152 w. 44th st.,?,212-921-9494,bbq,66
chin's,3200 las vegas blvd. s,las vegas,?,asian,67
chin's,3200 las vegas blvd. s.,?,?,chinese,67
coyote cafe,3799 las vegas blvd. s,las vegas,702/891-7349,southwestern,?
coyote cafe (las vegas),3799 las vegas blvd. s.,las vegas,702-891-7349,?,?
le montrachet,3000 w. paradise rd.,las vegas,702/732-5111,?,69
le montrachet bistro,3000 paradise rd.,?,702-732-5651,?,69
palace court,3570 las vegas blvd. s,las vegas,702/731-7547,continental,70
palace court,3570 las vegas blvd. s.,las vegas,702-731-7110,french (new),70
second street grille,200 e. fremont st.,?,702/385-3232,?,71
second street grill,200 e. fremont st.,las vegas,?,?,?
steak house,2880 las vegas blvd. s,las vegas,?,steak houses,72
steak house  the,2880 las vegas blvd. s.,las vegas,702-734-0410,steakhouses,72
tillerman,2245 e. flamingo rd.,las vegas,?,seafood,?
tillerman  the,2245 e. flamingo rd.,las vegas,?,steakhouses,73
abruzzi,2355 peachtree rd.  peachtree battle shopping center,?,404/261-8186,?,74
abruzzi,2355 peachtree rd. ne,atlanta,?,?,74
bacchanalia,3125 piedmont rd.  near peachtree rd.,?,404/365-0410,?,?
bacchanalia,3125 piedmont rd.,atlanta,?,californian,?
bone's,3130 piedmont road,atlanta,404/237-2663,american,?
bone's restaurant,3130 piedmont rd. ne,?,404-237-2663,steakhouses,76
brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta,?,?,?
brasserie le coze,3393 peachtree rd.,?,?,french bistro,77
buckhead diner,3073 piedmont road,atlanta,?,?,?
buckhead diner,3073 piedmont rd.,atlanta,?,?,78
ciboulette,1529 piedmont ave.,atlanta,404/874-7600,french,79
ciboulette restaurant,1529 piedmont ave.,atlanta,?,french (new),79
delectables,1 margaret mitchell sq.,atlanta,404/681-2909,american,?
delectables,1 margaret mitchell sq.,?,?,cafeterias,80
georgia grille,2290 peachtree rd.  peachtree square shopping center,atlanta,?,american,?
georgia grille,2290 peachtree rd.,?,?,southwestern,81
hedgerose heights inn,490 e. paces ferry rd.,atlanta,?,international,82
hedgerose heights inn  the,490 e. paces ferry rd. ne,atlanta,?,continental,82
heera of india,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,?,83
heera of india,595 piedmont ave.,atlanta,404-876-4408,indian,83
indigo coastal grill,1397 n. highland ave.,?,?,caribbean,84
indigo coastal grill,1397 n. highland ave.,atlanta,?,eclectic,84
la grotta,2637 peachtree rd.  peachtree house condominium,atlanta,404/231-1368,italian,85
la grotta,2637 peachtree rd. ne,atlanta,404-231-1368,italian,85
mary mac's tea room,224 ponce de leon ave.,atlanta,404/876-1800,southern,86
mary mac's tea room,224 ponce de leon ave.,atlanta,?,southern/soul,86
nikolai's roof,255 courtland st.  at harris st.,atlanta,404/221-6362,?,87
nikolai's roof,255 courtland st.,atlanta,404-221-6362,?,87
pano's and paul's,1232 w. paces ferry rd.,atlanta,?,?,88
pano's & paul's,1232 w. paces ferry rd.,?,404-261-3662,american (new),88
cafe  ritz-carlton  buckhead,3434 peachtree rd.,?,404/237-2700,ext 6108 international,89
ritz-carlton cafe (buckhead),3434 peachtree rd. ne,atlanta,?,american (new),89
dining room  ritz-carlton  buckhead,3434 peachtree rd.,?,404/237-2700,international,90
ritz-carlton dining room (buckhead),3434 peachtree rd. ne,?,?,american (new),?
restaurant  ritz-carlton  atlanta,181 peachtree st.,?,404/659-0400,continental,91
ritz-carlton restaurant,181 peachtree st.,atlanta,404-659-0400,?,?
toulouse,b peachtree rd.,?,?,french,92
toulouse,293-b peachtree rd.,?,?,french (new),?
veni vidi vici,41 14th st.,atlanta,?,italian,93
veni vidi vici,41 14th st.,?,404-875-8424,italian,93
alain rondelli,126 clement st.,?,415/387-0408,french,94
alain rondelli,126 clement st.,?,415-387-0408,french (new),94
aqua,252 california st.,san francisco,415/956-9662,seafood,?
aqua,252 california st.,san francisco,415-956-9662,american (new),95
boulevard,1 mission st.,san francisco,?,american,96
boulevard,1 mission st.,?,415-543-6084,american (new),96
cafe claude,7 claude la.,san francisco,415/392-3505,french,97
cafe claude,7 claude ln.,san francisco,415-392-3505,french bistro,97
campton place,340 stockton st.,san francisco,415/955-5555,american,98
campton place,340 stockton st.,san francisco,?,american (new),98
chez michel,804 northpoint,?,415/775-7036,french,99
chez michel,804 north point st.,?,?,californian,99
fleur de lys,777 sutter st.,san francisco,415/673-7779,french,?
fleur de lys,777 sutter st.,san francisco,415-673-7779,french (new),100
fringale,570 4th st.,?,415/543-0573,french,101
fringale,570 fourth st.,?,415-543-0573,french bistro,101
hawthorne lane,22 hawthorne st.,san francisco,?,?,102
hawthorne lane,22 hawthorne st.,san francisco,415-777-9779,californian,?
khan toke thai house,5937 geary blvd.,san francisco,?,asian,103
khan toke thai house,5937 geary blvd.,san francisco,415-668-6654,?,?
la folie,2316 polk st.,san francisco,?,?,104
la folie,2316 polk st.,san francisco,?,french (new),104
lulu,816 folsom st.,san francisco,415/495-5775,mediterranean,?
lulu restaurant-bis-cafe,816 folsom st.,?,415-495-5775,mediterranean,105
masa's,648 bush st.,san francisco,415/989-7154,french,?
masa's,648 bush st.,san francisco,415-989-7154,french (new),106
mifune japan center  kintetsu building,1737 post st.,?,?,asian,?
mifune,1737 post st.,?,415-922-0337,japanese,107
plumpjack cafe,3201 fillmore st.,san francisco,415/563-4755,mediterranean,108
plumpjack cafe,3127 fillmore st.,?,415-563-4755,american (new),108
postrio,545 post st.,san francisco,415/776-7825,american,109
postrio,545 post st.,san francisco,?,californian,109
ritz-carlton restaurant and dining room,600 stockton st.,san francisco,?,american,?
ritz-carlton dining room (san francisco),600 stockton st.,san francisco,415-296-7465,french (new),110
rose pistola,532 columbus ave.,san francisco,?,italian,111
rose pistola,532 columbus ave.,?,415-399-0499,italian,111
adriano's ristorante,2930 beverly glen circle,?,310/475-9807,italian,112
barney greengrass,9570 wilshire blvd.,beverly hills,?,?,113
beaurivage,26025 pacific coast hwy.,malibu,310/456-5733,french,?
bistro garden,176 n. canon dr.,los angeles,?,californian,?
border grill,4th st.,los angeles,310/451-1655,?,?
broadway deli,3rd st. promenade,santa monica,310/451-0616,american,117
ca'brea,346 s. la brea ave.,los angeles,213/938-2863,italian,?
ca'del sol,4100 cahuenga blvd.,los angeles,818/985-4669,italian,?
cafe pinot,700 w. fifth st.,?,?,californian,?
california pizza kitchen,207 s. beverly dr.,los angeles,?,?,?
canter's,419 n. fairfax ave.,los angeles,213/651-2030.,american,122
cava,3rd st.,los angeles,213/658-8898,?,123
cha cha cha,656 n. virgil ave.,?,?,caribbean,124
chan dara,310 n. larchmont blvd.,los angeles,?,?,?
clearwater cafe,168 w. colorado blvd.,los angeles,818/356-0959,health food,?
dining room,9500 wilshire blvd.,los angeles,310/275-5200,californian,?
dive!,10250 santa monica blvd.,los angeles,310/788-,dive american,?
drago,2628 wilshire blvd.,santa monica,310/828-1585,italian,?
drai's,730 n. la cienega blvd.,los angeles,310/358-8585,french,?
dynasty room,930 hilgard ave.,los angeles,310/208-8765,?,131
eclipse,8800 melrose ave.,los angeles,310/724-5959,?,132
ed debevic's,134 n. la cienega,?,310/659-1952,american,133
el cholo,1121 s. western ave.,los angeles,?,?,134
gilliland's,2424 main st.,santa monica,310/392-3901,?,135
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,pacific palisades,310/454-3474,american,136
hard rock cafe,8600 beverly blvd.,?,310/276-7605,american,137
harry's bar & american grill,2020 ave. of the stars,los angeles,310/277-2333,italian,138
il fornaio cucina italiana,301 n. beverly dr.,los angeles,310/550-8330,italian,139
jack sprat's grill,10668 w. pico blvd.,los angeles,?,health food,?
jackson's farm,439 n. beverly drive,?,310/273-5578,californian,141
jimmy's,201 moreno dr.,los angeles,310/552-2394,continental,142
joss,9255 sunset blvd.,los angeles,310/276-1886,asian,143
le colonial,8783 beverly blvd.,?,310/289-0660,asian,?
le dome,8720 sunset blvd.,?,310/659-6919,?,145
louise's trattoria,4500 los feliz blvd.,?,213/667-0777,italian,146
mon kee seafood restaurant,679 n. spring st.,?,?,asian,147
morton's,8764 melrose ave.,los angeles,310/276-5205,?,148
nate 'n' al's,414 n. beverly dr.,los angeles,?,american,?
nicola,601 s. figueroa st.,los angeles,?,american,150
ocean avenue,1401 ocean ave.,santa monica,310/394-5669,american,?
orleans,11705 national blvd.,los angeles,310/479-4187,cajun,152
pacific dining car,6th st.,?,?,american,?
paty's,10001 riverside dr.,toluca lake,818/761-9126,?,154
pinot hollywood,1448 n. gower st.,?,213/461-8800,californian,?
posto,14928 ventura blvd.,?,?,?,156
prego,362 n. camden dr.,los angeles,?,?,157
rj's the rib joint,252 n. beverly dr.,?,310/274-7427,american,158
remi,3rd st. promenade,santa monica,?,italian,159
restaurant horikawa,111 s. san pedro st.,los angeles,213/680-9355,asian,?
roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles,213/466-9329,american,161
schatzi on main,3110 main st.,?,310/399-4800,?,?
sofi,3rd st.,los angeles,213/651-0346,mediterranean,?
swingers,8020 beverly blvd.,?,213/653-5858,american,164
tavola calda,7371 melrose ave.,los angeles,213/658-6340,italian,165
the mandarin,430 n. camden dr.,?,310/859-0926,asian,?
tommy tang's,7313 melrose ave.,los angeles,213/937-5733,asian,167
tra di noi,3835 cross creek rd.,?,310/456-0169,?,168
trader vic's,9876 wilshire blvd.,los angeles,310/276-6345,asian,169
vida,1930 north hillhurst ave.,los feliz,?,american,170
west beach cafe,60 n. venice blvd.,los angeles,310/823-5396,american,171
20 mott,20 mott st.  between bowery and pell st.,new york,?,asian,172
9 jones street,9 jones st.,new york,212/989-1220,?,173
adrienne,700 5th ave. at 55th st.,new york,212/903-3918,french,?
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,212/473-2602,mediterranean,175
aja,937 broadway at 22nd st.,?,212/473-8388,american,176
alamo,304 e. 48th st.,?,212/ 759-0590,?,177
alley's end,311 w. 17th st.,new york,212/627-8899,american,178
ambassador grill,1 united nations plaza at 44th st.,new york,?,american,?
american place,2 park ave. at 32nd st.,new york,?,?,180
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,new york,?,italian,181
arizona,206 206 e. 60th st.,new york,212/838-0440,american,?
arturo's,106 w. houston st.  off thompson st.,new york,212/677-3820,italian,183
au mandarin,200-250 vesey st. world financial center,new york,212/385-0313,asian,184
bar anise,1022 3rd ave.  between 60th and 61st sts.,new york,212/355-1112,mediterranean,185
barbetta,321 w. 46th st.,?,212/246-9171,?,186
ben benson's,123 w. 52nd st.,new york,212/581-8888,american,187
big cup,228 8th ave.  between 21st and 22nd sts.,new york,212/206-0059,coffee bar,?
billy's,948 1st ave.  between 52nd and 53rd sts.,new york,?,american,189
boca chica,13 1st ave.  near 1st st.,new york,212/473-0108,latin american,190
bolo,23 e. 22nd st.,?,212/228-2200,mediterranean,?
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,?,212/249-8484,asian,192
bouterin,420 e. 59th st.  off 1st ave.,new york,?,french,193
brothers bar-b-q,225 varick st. at clarkston st.,new york,?,american,194
bruno,240 e. 58th st.,new york,?,italian,195
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york,212/840-6500,american,196
c3,103 waverly pl.  near washington sq.,new york,?,american,197
ct,111 e. 22nd st.  between park ave. s and lexington ave.,?,?,french,198
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,?,?,coffee bar,199
cafe botanica,160 central park s,?,212/484-5120,french,200
cafe la fortuna,69 w. 71st st.,new york,212/724-5846,coffee bar,201
cafe luxembourg,200 w. 70th st.,new york,212/873-7411,?,?
cafe pierre,2 e. 61st st.,?,?,french,203
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,?,?,?,204
cafe fes,246 w. 4th st. at charles st.,new york,212/924-7653,mediterranean,205
caffe dante,81 macdougal st.  between houston and bleeker sts.,new york,212/982-5275,coffee bar,?
caffe dell'artista,46 greenwich ave.,?,212/645-4431,?,207
caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,?,french,208
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,?,212/475-9557,coffee bar,209
caffe roma,385 broome st. at mulberry,new york,212/226-8413,?,210
caffe vivaldi,32 jones st. at bleecker st.,new york,212/691-7538,coffee bar,211
caffe bondi ristorante,7 w. 20th st.,new york,212/691-8136,?,212
capsouto freres,451 washington st.  near watts st.,new york,?,french,213
captain's table,860 2nd ave. at 46th st.,?,212/697-9538,?,214
casa la femme,150 wooster st.  between houston and prince sts.,new york,?,middle eastern,?
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,?,212/343-9012,?,216
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,new york,212/505-0727,french,217
chiam,160 e. 48th st.,new york,212/371-2323,asian,218
china grill,60 w. 53rd st.,new york,?,american,219
cite,120 w. 51st st.,new york,?,?,220
coco pazzo,23 e. 74th st.,?,212/794-0205,?,221
columbus bakery,53rd sts.,new york,212/421-0334,coffee bar,222
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,new york,212/753-5100,?,223
cupcake cafe,522 9th ave. at 39th st.,new york,212/465-1530,?,224
da nico,164 mulberry st.  between grand and broome sts.,new york,?,italian,225
dean & deluca,121 prince st.,new york,212/254-8776,coffee bar,?
diva,341 w. broadway  near grand st.,new york,212/941-9024,italian,227
dix et sept,181 w. 10th st.,new york,212/645-8023,?,228
docks,633 3rd ave. at 40th st.,?,?,?,?
duane park cafe,157 duane st.  between w. broadway and hudson st.,?,212/732-5555,american,230
el teddy's,219 w. broadway  between franklin and white sts.,new york,?,mexican,231
emily's,1325 5th ave. at 111th st.,new york,?,?,232
empire korea,6 e. 32nd st.,?,212/725-1333,?,233
ernie's,2150 broadway  between 75th and 76th sts.,new york,212/496-1588,?,?
evergreen cafe,1288 1st ave. at 69th st.,?,212/744-3266,?,235
f. ille ponte ristorante,39 desbrosses st.  near west st.,?,?,?,?
felix,340 w. broadway at grand st.,?,212/431-0021,?,237
ferrier,29 e. 65th st.,?,212/772-9000,french,238
fifty seven fifty seven,57 e. 57th st.,?,212/758-5757,american,239
film center cafe,635 9th ave.  between 44th and 45th sts.,new york,212/ 262-2525,american,?
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,new york,212/595-5330,italian,241
firehouse,522 columbus ave.  between 85th and 86th sts.,new york,?,?,242
first,87 1st ave.  between 5th and 6th sts.,new york,212/674-3823,?,243
fishin eddie,73 w. 71st st.,new york,212/874-3474,?,?
fleur de jour,348 e. 62nd st.,new york,212/355-2020,coffee bar,245
flowers,21 west 17th st.  between 5th and 6th aves.,?,212/691-8888,american,?
follonico,6 w. 24th st.,new york,?,italian,247
fraunces tavern,54 pearl st. at broad st.,new york,212/269-0144,american,?
french roast,458 6th ave. at 11th st.,?,212/533-2233,french,249
french roast cafe,2340 broadway at 85th st.,new york,?,coffee bar,250
frico bar,402 w. 43rd st.  off 9th ave.,new york,212/564-7272,italian,?
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,new york,?,asian,?
gabriela's,685 amsterdam ave. at 93rd st.,?,212/961-0574,mexican,253
gallagher's,228 w. 52nd st.,?,212/245-5336,?,254
gianni's,15 fulton st.,?,212/608-7300,?,255
girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian,256
global,33 93 2nd ave.  between 5th and 6th sts.,?,?,american,257
golden unicorn,18 e. broadway at catherine st.,?,212/ 941-0911,asian,258
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,?,212/777-5922,?,259
halcyon,151 w. 54th st.  in the rihga royal hotel,new york,?,american,260
hard rock cafe,221 w. 57th st.,?,212/489-6565,?,?
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,?,212/249-3600,?,262
home,20 cornelia st.  between bleecker and w. 4th st.,new york,212/243-9579,american,263
hudson river club,4 world financial center,new york,212/786-1500,american,264
i trulli,122 e. 27th st.  between lexington and park aves.,new york,212/481-7372,italian,265
il cortile,125 mulberry st.  between canal and hester sts.,new york,212/226-6060,?,?
il nido,251 e. 53rd st.,new york,212/753-8450,?,267
inca grill,492 broome st.  near w. broadway,new york,212/966-3371,?,268
indochine,430 lafayette st.  between 4th st. and astor pl.,?,212/505-5111,asian,269
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,212/ 614-0747,coffee bar,270
ipanema,13 w. 46th st.,new york,212/730-5848,latin american,271
jean lafitte,68 w. 58th st.,new york,212/751-2323,french,272
jewel of india,15 w. 44th st.,new york,212/869-5544,asian,?
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york,?,?,274
joe allen,326 w. 46th st.,?,212/581-6464,american,275
judson grill,152 w. 52nd st.,new york,212/582-5252,american,276
l'absinthe,227 e. 67th st.,new york,212/794-4950,french,?
l'auberge,1191 1st ave.  between 64th and 65th sts.,new york,212/288-8791,middle eastern,278
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,?,212/242-4705,?,279
l'udo,432 lafayette st.  near astor pl.,new york,?,french,280
la reserve,4 w. 49th st.,new york,212/247-2993,?,?
lanza restaurant,168 1st ave.  between 10th and 11th sts.,new york,?,italian,282
lattanzi ristorante,361 w. 46th st.,new york,?,italian,283
layla,211 w. broadway at franklin st.,new york,212/431-0700,middle eastern,284
le chantilly,106 e. 57th st.,?,212/751-2931,?,285
le colonial,149 e. 57th st.,new york,?,asian,286
le gamin,50 macdougal st.  between houston and prince sts.,new york,212/254-4678,?,287
le jardin,25 cleveland pl.  near spring st.,new york,212/343-9599,french,288
le madri,168 w. 18th st.,?,?,?,289
le marais,150 w. 46th st.,?,?,?,290
le perigord,405 e. 52nd st.,new york,?,french,291
le select,507 columbus ave.  between 84th and 85th sts.,new york,212/875-1993,?,?
les halles,411 park ave. s  between 28th and 29th sts.,?,212/679-4111,?,?
lincoln tavern,51 w. 64th st.,?,?,american,?
lola,30 west 22nd st.  between 5th and 6th ave.,new york,212/675-6700,american,295
lucky strike,59 grand st.  between wooster st. and w. broadway,new york,212/941-0479,or 212/941-0772 american,?
mad fish,2182 broadway  between 77th and 78th sts.,new york,212/787-0202,?,?
main street,446 columbus ave.  between 81st and 82nd sts.,new york,212/873-5025,american,298
mangia e bevi,800 9th ave. at 53rd st.,?,212/956-3976,?,?
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,new york,?,american,?
manila garden,325 e. 14th st.  between 1st and 2nd aves.,?,212/777-6314,asian,?
marichu,342 e. 46th st.  between 1st and 2nd aves.,?,212/370-1866,french,302
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,new york,212/229-9313,coffee bar,303
match,160 mercer st.  between houston and prince sts.,new york,212/906-9173,american,?
matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,american,?
mavalli palace,46 e. 29th st.,new york,212/679-5535,asian,306
milan cafe and coffee bar,120 w. 23rd st.,?,?,coffee bar,?
monkey bar,60 e. 54th st.,?,212/838-2600,american,308
montien,1134 1st ave.   between 62nd and 63rd sts.,?,?,?,?
morton's,551 5th ave. at 45th st.,new york,?,american,310
motown cafe,104 w. 57th st.  near 6th ave.,new york,212/581-8030,american,311
new york kom tang soot bul house,32 w. 32nd st.,new york,212/ 947-8482,asian,?
new york noodletown,28 1/2 bowery at bayard st.,new york,212/349-0923,asian,313
newsbar,2 w. 19th st.,new york,212/255-3996,?,314
odeon,145 w. broadway at thomas st.,?,212/233-0507,american,315
orso,322 w. 46th st.,?,212/489-7212,italian,316
osteria al droge,142 w. 44th st.,new york,212/944-3643,italian,317
