name,addr,city,phone,type,class
eclipse,8800 melrose ave.,los angeles,?,?,132
ed debevic's,134 n. la cienega,?,?,american,133
el cholo,1121 s. western ave.,los angeles,?,?,134
gilliland's,2424 main st.,santa monica,?,?,?
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,?,310/454-3474,american,136
hard rock cafe,8600 beverly blvd.,?,?,?,137
harry's bar & american grill,2020 ave. of the stars,los angeles,?,?,?
il fornaio cucina italiana,301 n. beverly dr.,los angeles,?,italian,139
jack sprat's grill,10668 w. pico blvd.,los angeles,310/837-6662,?,?
jackson's farm,439 n. beverly drive,?,310/273-5578,californian,141
jimmy's,201 moreno dr.,los angeles,310/552-2394,?,?
joss,9255 sunset blvd.,los angeles,?,asian,?
le colonial,8783 beverly blvd.,los angeles,?,?,144
le dome,8720 sunset blvd.,los angeles,?,?,?
louise's trattoria,4500 los feliz blvd.,?,?,?,?
mon kee seafood restaurant,679 n. spring st.,?,213/628-6717,?,147
morton's,8764 melrose ave.,?,310/276-5205,?,?
nate 'n' al's,414 n. beverly dr.,?,310/274-0101,american,149
nicola,601 s. figueroa st.,los angeles,?,?,?
ocean avenue,1401 ocean ave.,?,?,american,?
orleans,11705 national blvd.,?,?,cajun,152
pacific dining car,6th st.,?,?,american,153
paty's,10001 riverside dr.,toluca lake,818/761-9126,?,154
pinot hollywood,1448 n. gower st.,?,?,?,?
posto,14928 ventura blvd.,?,?,italian,156
prego,362 n. camden dr.,?,?,?,157
rj's the rib joint,252 n. beverly dr.,?,?,american,?
remi,3rd st. promenade,santa monica,?,italian,?
restaurant horikawa,111 s. san pedro st.,los angeles,213/680-9355,asian,?
roscoe's house of chicken 'n' waffles,1514 n. gower st.,?,213/466-9329,?,?
schatzi on main,3110 main st.,los angeles,310/399-4800,continental,?
sofi,3rd st.,?,?,mediterranean,?
swingers,8020 beverly blvd.,?,213/653-5858,?,?
tavola calda,7371 melrose ave.,los angeles,213/658-6340,?,?
the mandarin,430 n. camden dr.,los angeles,310/859-0926,asian,166
tommy tang's,7313 melrose ave.,?,213/937-5733,asian,167
tra di noi,3835 cross creek rd.,?,310/456-0169,italian,168
trader vic's,9876 wilshire blvd.,?,310/276-6345,asian,?
vida,1930 north hillhurst ave.,los feliz,213/660-4446,?,?
west beach cafe,60 n. venice blvd.,los angeles,?,?,171
20 mott,20 mott st.  between bowery and pell st.,new york,212/964-0380,asian,?
9 jones street,9 jones st.,new york,212/989-1220,american,?
adrienne,700 5th ave. at 55th st.,?,212/903-3918,french,?
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,?,mediterranean,175
aja,937 broadway at 22nd st.,?,212/473-8388,?,176
alamo,304 e. 48th st.,?,212/ 759-0590,?,?
alley's end,311 w. 17th st.,?,?,american,178
ambassador grill,1 united nations plaza at 44th st.,new york,212/702-5014,?,?
american place,2 park ave. at 32nd st.,?,?,american,180
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,?,212/308-0112,?,181
arizona,206 206 e. 60th st.,new york,212/838-0440,american,?
arturo's,106 w. houston st.  off thompson st.,?,212/677-3820,?,?
au mandarin,200-250 vesey st. world financial center,new york,?,?,?
bar anise,1022 3rd ave.  between 60th and 61st sts.,?,?,?,185
barbetta,321 w. 46th st.,new york,?,italian,186
ben benson's,123 w. 52nd st.,?,?,?,187
big cup,228 8th ave.  between 21st and 22nd sts.,new york,?,?,188
billy's,948 1st ave.  between 52nd and 53rd sts.,?,212/753-1870,american,?
boca chica,13 1st ave.  near 1st st.,?,?,?,?
bolo,23 e. 22nd st.,new york,?,mediterranean,191
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,new york,?,asian,192
bouterin,420 e. 59th st.  off 1st ave.,?,?,?,193
brothers bar-b-q,225 varick st. at clarkston st.,new york,212/727-2775,american,194
bruno,240 e. 58th st.,new york,212/688-4190,italian,?
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york,?,?,196
c3,103 waverly pl.  near washington sq.,?,?,american,197
ct,111 e. 22nd st.  between park ave. s and lexington ave.,new york,212/995-8500,?,?
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,new york,?,?,199
cafe botanica,160 central park s,new york,212/484-5120,french,200
cafe la fortuna,69 w. 71st st.,new york,212/724-5846,?,201
cafe luxembourg,200 w. 70th st.,new york,?,?,202
cafe pierre,2 e. 61st st.,new york,212/940-8185,?,?
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,?,212/818-1222,?,204
cafe fes,246 w. 4th st. at charles st.,?,?,?,205
caffe dante,81 macdougal st.  between houston and bleeker sts.,new york,?,coffee bar,206
caffe dell'artista,46 greenwich ave.,new york,?,?,?
caffe lure,169 sullivan st.  between houston and bleecker sts.,?,?,french,?
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,?,212/475-9557,?,209
caffe roma,385 broome st. at mulberry,?,212/226-8413,coffee bar,210
caffe vivaldi,32 jones st. at bleecker st.,new york,?,?,211
caffe bondi ristorante,7 w. 20th st.,?,212/691-8136,?,212
capsouto freres,451 washington st.  near watts st.,new york,212/966-4900,?,?
captain's table,860 2nd ave. at 46th st.,new york,?,seafood,?
casa la femme,150 wooster st.  between houston and prince sts.,new york,212/505-0005,middle eastern,215
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,new york,212/343-9012,?,216
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,?,?,?,217
chiam,160 e. 48th st.,new york,212/371-2323,?,?
china grill,60 w. 53rd st.,new york,212/333-7788,?,?
cite,120 w. 51st st.,?,?,french,?
coco pazzo,23 e. 74th st.,new york,?,?,221
columbus bakery,53rd sts.,?,212/421-0334,coffee bar,222
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,?,?,?,?
cupcake cafe,522 9th ave. at 39th st.,?,212/465-1530,?,224
da nico,164 mulberry st.  between grand and broome sts.,new york,212/343-1212,italian,225
dean & deluca,121 prince st.,?,212/254-8776,?,226
diva,341 w. broadway  near grand st.,?,212/941-9024,italian,?
dix et sept,181 w. 10th st.,new york,212/645-8023,?,?
docks,633 3rd ave. at 40th st.,new york,212/ 986-8080,?,?
duane park cafe,157 duane st.  between w. broadway and hudson st.,?,?,american,230
el teddy's,219 w. broadway  between franklin and white sts.,new york,212/941-7070,mexican,?
emily's,1325 5th ave. at 111th st.,new york,?,american,?
empire korea,6 e. 32nd st.,new york,212/725-1333,asian,?
ernie's,2150 broadway  between 75th and 76th sts.,new york,212/496-1588,?,?
evergreen cafe,1288 1st ave. at 69th st.,?,?,asian,235
f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,?,italian,236
felix,340 w. broadway at grand st.,new york,?,?,?
ferrier,29 e. 65th st.,?,212/772-9000,french,238
fifty seven fifty seven,57 e. 57th st.,new york,212/758-5757,?,?
film center cafe,635 9th ave.  between 44th and 45th sts.,new york,212/ 262-2525,?,?
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,new york,212/595-5330,?,?
firehouse,522 columbus ave.  between 85th and 86th sts.,?,212/595-3139,?,?
first,87 1st ave.  between 5th and 6th sts.,new york,212/674-3823,american,243
fishin eddie,73 w. 71st st.,new york,?,seafood,244
fleur de jour,348 e. 62nd st.,new york,?,coffee bar,?
flowers,21 west 17th st.  between 5th and 6th aves.,?,?,american,?
follonico,6 w. 24th st.,?,?,italian,?
fraunces tavern,54 pearl st. at broad st.,new york,?,?,?
french roast,458 6th ave. at 11th st.,new york,212/533-2233,?,249
french roast cafe,2340 broadway at 85th st.,?,?,coffee bar,250
frico bar,402 w. 43rd st.  off 9th ave.,new york,?,italian,251
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,new york,212/769-1144,asian,?
gabriela's,685 amsterdam ave. at 93rd st.,new york,?,mexican,?
gallagher's,228 w. 52nd st.,new york,?,american,254
gianni's,15 fulton st.,new york,212/608-7300,seafood,?
girafe,208 e. 58th st.  between 2nd and 3rd aves.,?,?,?,256
global,33 93 2nd ave.  between 5th and 6th sts.,new york,?,american,?
golden unicorn,18 e. broadway at catherine st.,?,212/ 941-0911,?,?
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,new york,212/777-5922,?,259
halcyon,151 w. 54th st.  in the rihga royal hotel,?,212/468-8888,?,?
hard rock cafe,221 w. 57th st.,?,212/489-6565,?,261
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,?,?,?,?
home,20 cornelia st.  between bleecker and w. 4th st.,new york,212/243-9579,american,263
hudson river club,4 world financial center,new york,212/786-1500,?,264
i trulli,122 e. 27th st.  between lexington and park aves.,new york,?,?,265
il cortile,125 mulberry st.  between canal and hester sts.,new york,212/226-6060,italian,266
il nido,251 e. 53rd st.,?,?,italian,?
inca grill,492 broome st.  near w. broadway,new york,212/966-3371,?,268
indochine,430 lafayette st.  between 4th st. and astor pl.,new york,?,?,269
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,212/ 614-0747,coffee bar,270
ipanema,13 w. 46th st.,?,212/730-5848,?,271
jean lafitte,68 w. 58th st.,?,?,?,272
jewel of india,15 w. 44th st.,?,212/869-5544,?,?
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york,?,asian,274
joe allen,326 w. 46th st.,new york,?,?,?
judson grill,152 w. 52nd st.,new york,212/582-5252,?,276
l'absinthe,227 e. 67th st.,new york,212/794-4950,?,277
l'auberge,1191 1st ave.  between 64th and 65th sts.,?,?,middle eastern,?
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,?,212/242-4705,french,279
l'udo,432 lafayette st.  near astor pl.,new york,?,?,280
la reserve,4 w. 49th st.,new york,212/247-2993,?,281
lanza restaurant,168 1st ave.  between 10th and 11th sts.,?,212/674-7014,italian,282
lattanzi ristorante,361 w. 46th st.,?,?,?,283
layla,211 w. broadway at franklin st.,new york,212/431-0700,?,?
le chantilly,106 e. 57th st.,?,?,french,?
le colonial,149 e. 57th st.,new york,212/ 752-0808,?,286
le gamin,50 macdougal st.  between houston and prince sts.,?,212/254-4678,?,287
le jardin,25 cleveland pl.  near spring st.,?,212/343-9599,french,288
le madri,168 w. 18th st.,new york,212/727-8022,?,289
le marais,150 w. 46th st.,?,212/869-0900,american,?
le perigord,405 e. 52nd st.,?,212/755-6244,french,?
le select,507 columbus ave.  between 84th and 85th sts.,new york,?,american,?
les halles,411 park ave. s  between 28th and 29th sts.,?,212/679-4111,french,?
lincoln tavern,51 w. 64th st.,?,212/721-8271,american,294
lola,30 west 22nd st.  between 5th and 6th ave.,new york,?,?,295
lucky strike,59 grand st.  between wooster st. and w. broadway,new york,212/941-0479,?,?
mad fish,2182 broadway  between 77th and 78th sts.,new york,?,seafood,297
main street,446 columbus ave.  between 81st and 82nd sts.,new york,?,?,298
mangia e bevi,800 9th ave. at 53rd st.,?,212/956-3976,italian,299
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,new york,?,?,300
manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york,?,asian,?
marichu,342 e. 46th st.  between 1st and 2nd aves.,new york,212/370-1866,?,?
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,new york,212/229-9313,coffee bar,?
match,160 mercer st.  between houston and prince sts.,new york,?,?,304
matthew's,1030 3rd ave. at 61st st.,new york,?,american,?
mavalli palace,46 e. 29th st.,new york,212/679-5535,asian,?
milan cafe and coffee bar,120 w. 23rd st.,?,212/807-1801,coffee bar,?
monkey bar,60 e. 54th st.,?,?,american,308
montien,1134 1st ave.   between 62nd and 63rd sts.,new york,212/421-4433,asian,309
morton's,551 5th ave. at 45th st.,?,212/972-3315,american,310
motown cafe,104 w. 57th st.  near 6th ave.,new york,?,american,?
new york kom tang soot bul house,32 w. 32nd st.,new york,212/ 947-8482,?,?
new york noodletown,28 1/2 bowery at bayard st.,?,212/349-0923,?,313
newsbar,2 w. 19th st.,new york,?,coffee bar,314
odeon,145 w. broadway at thomas st.,new york,212/233-0507,american,315
orso,322 w. 46th st.,new york,212/489-7212,?,316
osteria al droge,142 w. 44th st.,new york,?,?,?
otabe,68 e. 56th st.,new york,212/223-7575,asian,?
pacifica,138 lafayette st.  between canal and howard sts.,new york,?,?,319
palio,151 w. 51st. st.,?,212/245-4850,italian,?
pamir,1065 1st ave.  at 58th st.,?,?,?,321
parioli romanissimo,24 e. 81st st.,new york,212/288-2391,italian,322
patria,250 park ave. s at 20th st.,?,212/777-6211,latin american,?
peacock alley,301 park ave.  between 49th and 50th sts.,?,212/872-4895,?,324
pen & pencil,205 e. 45th st.,new york,212/682-8660,?,325
penang soho,109 spring st.  between greene and mercer sts.,new york,212/274-8883,?,?
persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,212/535-1100,?,327
planet hollywood,140 w. 57th st.,new york,?,?,?
pomaire,371 w. 46th st.  off 9th ave.,new york,?,?,329
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,?,american,?
