name,addr,city,phone,type,class
cafe des artistes,1 w. 67th st.,?,?,?,27
carmine's,2450 broadway  between 90th and 91st sts.,?,212/362-2200,italian,?
carmine's,2450 broadway,new york city,?,italian,28
carnegie deli,854 7th ave.  between 54th and 55th sts.,?,212/757-2245,?,29
carnegie deli,854 seventh ave.,?,?,?,?
chanterelle,2 harrison st.  near hudson st.,new york,?,american,?
chanterelle,2 harrison st.,?,?,?,30
daniel,20 e. 76th st.,new york,212/288-0033,french,31
daniel,20 e. 76th st.,new york city,212-288-0033,?,?
dawat,210 e. 58th st.,?,?,?,32
dawat,210 e. 58th st.,?,?,?,32
felidia,243 e. 58th st.,?,?,italian,?
felidia,243 e. 58th st.,?,?,?,33
four seasons grill room,99 e. 52nd st.,?,212/754-9494,?,34
four seasons,99 e. 52nd st.,new york city,?,?,?
gotham bar & grill,12 e. 12th st.,new york,?,american,35
gotham bar & grill,12 e. 12th st.,new york city,?,?,35
gramercy tavern,42 e. 20th st.  between park ave. s and broadway,new york,?,american,?
gramercy tavern,42 e. 20th st.,?,?,?,?
island spice,402 w. 44th st.,?,?,?,37
island spice,402 w. 44th st.,new york city,?,?,?
jo jo,160 e. 64th st.,?,?,?,?
jo jo,160 e. 64th st.,new york city,?,french bistro,?
la caravelle,33 w. 55th st.,new york,?,?,?
la caravelle,33 w. 55th st.,new york city,212-586-4252,?,?
la cote basque,60 w. 55th st.  between 5th and 6th ave.,new york,212/688-6525,french,?
la cote basque,60 w. 55th st.,?,?,?,?
le bernardin,155 w. 51st st.,?,?,?,?
le bernardin,155 w. 51st st.,?,?,?,?
les celebrites,160 central park s,?,?,?,42
les celebrites,155 w. 58th st.,?,?,?,42
lespinasse,2 e. 55th st.,?,?,american,?
lespinasse (new york city),2 e. 55th st.,?,212-339-6719,?,?
lutece,249 e. 50th st.,?,212/752-2225,?,44
lutece,249 e. 50th st.,?,?,french (classic),44
manhattan ocean club,57 w. 58th st.,new york,212/ 371-7777,?,45
manhattan ocean club,57 w. 58th st.,new york city,212-371-7777,?,?
march,405 e. 58th st.,new york,?,?,?
march,405 e. 58th st.,new york city,?,?,?
mesa grill,102 5th ave.  between 15th and 16th sts.,new york,?,american,?
mesa grill,102 fifth ave.,?,212-807-7400,?,?
mi cocina,57 jane st.  off hudson st.,?,?,mexican,?
mi cocina,57 jane st.,?,?,?,?
montrachet,239 w. broadway  between walker and white sts.,?,?,french,49
montrachet,239 w. broadway,?,?,?,?
oceana,55 e. 54th st.,?,?,seafood,50
oceana,55 e. 54th st.,new york city,?,seafood,?
park avenue cafe,100 e. 63rd st.,?,212/644-1900,?,51
park avenue cafe (new york city),100 e. 63rd st.,?,212-644-1900,american (new),51
petrossian,182 w. 58th st.,?,?,?,?
petrossian,182 w. 58th st.,?,?,russian,52
picholine,35 w. 64th st.,?,?,mediterranean,53
picholine,35 w. 64th st.,new york city,?,mediterranean,53
pisces,95 ave. a at 6th st.,?,?,seafood,?
pisces,95 ave. a,?,?,?,?
rainbow room,30 rockefeller plaza,new york,212/632-5000,or 212/632-5100 american,?
rainbow room,30 rockefeller plaza,new york city,?,?,55
river cafe,1 water st. at the east river,?,718/522-5200,american,?
river cafe,1 water st.,brooklyn,718-522-5200,american (new),?
san domenico,240 central park s,new york,212/265-5959,?,57
san domenico,240 central park s.,new york city,?,italian,?
second avenue deli,156 2nd ave. at 10th st.,?,?,?,58
second avenue deli,156 second ave.,?,212-677-0606,?,58
seryna,11 e. 53rd st.,?,?,?,?
seryna,11 e. 53rd st.,new york city,?,?,?
shun lee west,43 w. 65th st.,new york,?,?,60
shun lee palace,155 e. 55th st.,new york city,?,chinese,60
sign of the dove,1110 3rd ave. at 65th st.,?,212/861-8080,?,61
sign of the dove,1110 third ave.,?,?,american (new),61
smith & wollensky,201 e. 49th st.,?,?,?,?
smith & wollensky,797 third ave.,new york city,?,?,62
tavern on the green,in central park at 67th st.,?,?,?,63
tavern on the green,central park west,?,212-873-3200,?,63
uncle nick's,747 9th ave.  between 50th and 51st sts.,new york,?,?,64
uncle nick's,747 ninth ave.,?,?,greek,64
union square cafe,21 e. 16th st.,new york,212/243-4020,american,?
union square cafe,21 e. 16th st.,new york city,?,?,?
virgil's,152 w. 44th st.,?,212/ 921-9494,american,?
virgil's real bbq,152 w. 44th st.,?,?,?,?
chin's,3200 las vegas blvd. s,las vegas,702/733-8899,?,?
chin's,3200 las vegas blvd. s.,las vegas,702-733-8899,?,67
coyote cafe,3799 las vegas blvd. s,?,?,?,?
coyote cafe (las vegas),3799 las vegas blvd. s.,las vegas,702-891-7349,?,68
le montrachet,3000 w. paradise rd.,?,702/732-5111,continental,?
le montrachet bistro,3000 paradise rd.,?,702-732-5651,?,?
palace court,3570 las vegas blvd. s,?,?,continental,?
palace court,3570 las vegas blvd. s.,?,?,?,70
second street grille,200 e. fremont st.,las vegas,?,?,?
second street grill,200 e. fremont st.,?,?,pacific rim,?
steak house,2880 las vegas blvd. s,las vegas,?,?,72
steak house  the,2880 las vegas blvd. s.,las vegas,?,?,?
tillerman,2245 e. flamingo rd.,?,?,?,?
tillerman  the,2245 e. flamingo rd.,las vegas,702-731-4036,?,73
abruzzi,2355 peachtree rd.  peachtree battle shopping center,?,?,?,?
abruzzi,2355 peachtree rd. ne,atlanta,?,italian,?
bacchanalia,3125 piedmont rd.  near peachtree rd.,?,?,?,?
bacchanalia,3125 piedmont rd.,atlanta,404-365-0410,californian,?
bone's,3130 piedmont road,atlanta,?,?,76
bone's restaurant,3130 piedmont rd. ne,?,?,steakhouses,76
brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,?,404/266-1440,?,77
brasserie le coze,3393 peachtree rd.,atlanta,404-266-1440,?,?
buckhead diner,3073 piedmont road,?,404/262-3336,?,78
buckhead diner,3073 piedmont rd.,?,?,?,?
ciboulette,1529 piedmont ave.,atlanta,?,french,?
ciboulette restaurant,1529 piedmont ave.,?,?,?,79
delectables,1 margaret mitchell sq.,atlanta,?,american,80
delectables,1 margaret mitchell sq.,atlanta,404-681-2909,?,?
georgia grille,2290 peachtree rd.  peachtree square shopping center,atlanta,404/352-3517,american,?
georgia grille,2290 peachtree rd.,?,404-352-3517,southwestern,?
hedgerose heights inn,490 e. paces ferry rd.,?,?,?,82
hedgerose heights inn  the,490 e. paces ferry rd. ne,?,?,?,?
heera of india,595 piedmont ave.  rio shopping mall,?,404/876-4408,asian,?
heera of india,595 piedmont ave.,atlanta,?,?,83
indigo coastal grill,1397 n. highland ave.,atlanta,?,?,84
indigo coastal grill,1397 n. highland ave.,?,?,eclectic,?
la grotta,2637 peachtree rd.  peachtree house condominium,atlanta,?,italian,?
la grotta,2637 peachtree rd. ne,?,404-231-1368,italian,?
mary mac's tea room,224 ponce de leon ave.,?,?,southern,?
mary mac's tea room,224 ponce de leon ave.,atlanta,404-876-1800,?,86
nikolai's roof,255 courtland st.  at harris st.,atlanta,404/221-6362,?,87
nikolai's roof,255 courtland st.,atlanta,?,?,?
pano's and paul's,1232 w. paces ferry rd.,?,404/261-3662,international,88
pano's & paul's,1232 w. paces ferry rd.,atlanta,?,american (new),?
cafe  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,?,?,89
ritz-carlton cafe (buckhead),3434 peachtree rd. ne,?,404-237-2700,american (new),89
dining room  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,?,?,?
ritz-carlton dining room (buckhead),3434 peachtree rd. ne,atlanta,?,?,90
restaurant  ritz-carlton  atlanta,181 peachtree st.,?,?,?,?
ritz-carlton restaurant,181 peachtree st.,?,?,french (classic),91
toulouse,b peachtree rd.,?,404/351-9533,?,?
toulouse,293-b peachtree rd.,?,?,french (new),92
veni vidi vici,41 14th st.,atlanta,?,?,93
veni vidi vici,41 14th st.,atlanta,404-875-8424,italian,93
alain rondelli,126 clement st.,?,415/387-0408,french,94
alain rondelli,126 clement st.,?,?,french (new),94
aqua,252 california st.,?,415/956-9662,?,?
aqua,252 california st.,?,?,american (new),95
boulevard,1 mission st.,san francisco,?,?,96
boulevard,1 mission st.,?,?,?,96
cafe claude,7 claude la.,?,?,?,97
cafe claude,7 claude ln.,san francisco,?,french bistro,97
campton place,340 stockton st.,san francisco,?,american,98
campton place,340 stockton st.,san francisco,?,american (new),98
chez michel,804 northpoint,?,415/775-7036,?,?
chez michel,804 north point st.,?,415-775-7036,?,?
fleur de lys,777 sutter st.,san francisco,415/673-7779,french,?
fleur de lys,777 sutter st.,san francisco,?,?,?
fringale,570 4th st.,?,415/543-0573,?,?
fringale,570 fourth st.,san francisco,415-543-0573,?,?
hawthorne lane,22 hawthorne st.,?,?,?,?
hawthorne lane,22 hawthorne st.,san francisco,415-777-9779,?,?
khan toke thai house,5937 geary blvd.,?,?,?,?
khan toke thai house,5937 geary blvd.,?,?,thai,?
la folie,2316 polk st.,san francisco,415/776-5577,?,104
la folie,2316 polk st.,san francisco,?,french (new),?
lulu,816 folsom st.,san francisco,?,mediterranean,?
lulu restaurant-bis-cafe,816 folsom st.,?,?,mediterranean,?
masa's,648 bush st.,?,415/989-7154,?,106
masa's,648 bush st.,?,?,?,106
mifune japan center  kintetsu building,1737 post st.,?,415/922-0337,asian,107
mifune,1737 post st.,?,?,?,?
plumpjack cafe,3201 fillmore st.,?,?,mediterranean,?
plumpjack cafe,3127 fillmore st.,?,?,?,?
postrio,545 post st.,?,?,american,?
postrio,545 post st.,san francisco,?,californian,?
ritz-carlton restaurant and dining room,600 stockton st.,san francisco,?,?,110
ritz-carlton dining room (san francisco),600 stockton st.,san francisco,?,?,?
rose pistola,532 columbus ave.,san francisco,415/399-0499,?,111
rose pistola,532 columbus ave.,?,?,?,?
adriano's ristorante,2930 beverly glen circle,los angeles,310/475-9807,?,112
barney greengrass,9570 wilshire blvd.,beverly hills,310/777-5877,?,113
beaurivage,26025 pacific coast hwy.,?,?,?,114
bistro garden,176 n. canon dr.,los angeles,?,?,?
border grill,4th st.,los angeles,310/451-1655,mexican,?
broadway deli,3rd st. promenade,santa monica,?,?,117
ca'brea,346 s. la brea ave.,?,?,?,?
ca'del sol,4100 cahuenga blvd.,los angeles,?,?,119
cafe pinot,700 w. fifth st.,los angeles,?,californian,?
california pizza kitchen,207 s. beverly dr.,?,?,?,121
canter's,419 n. fairfax ave.,?,?,?,?
cava,3rd st.,?,213/658-8898,?,?
cha cha cha,656 n. virgil ave.,los angeles,?,?,?
chan dara,310 n. larchmont blvd.,?,?,?,125
clearwater cafe,168 w. colorado blvd.,los angeles,?,health food,?
dining room,9500 wilshire blvd.,?,310/275-5200,?,127
dive!,10250 santa monica blvd.,?,310/788-,dive american,?
drago,2628 wilshire blvd.,?,?,italian,?
drai's,730 n. la cienega blvd.,?,310/358-8585,french,?
dynasty room,930 hilgard ave.,?,?,continental,?
eclipse,8800 melrose ave.,los angeles,?,californian,?
ed debevic's,134 n. la cienega,los angeles,310/659-1952,american,?
el cholo,1121 s. western ave.,?,?,?,134
gilliland's,2424 main st.,?,?,american,135
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,pacific palisades,310/454-3474,?,?
hard rock cafe,8600 beverly blvd.,?,310/276-7605,?,?
harry's bar & american grill,2020 ave. of the stars,los angeles,?,?,138
il fornaio cucina italiana,301 n. beverly dr.,?,?,italian,?
jack sprat's grill,10668 w. pico blvd.,los angeles,310/837-6662,?,140
jackson's farm,439 n. beverly drive,los angeles,310/273-5578,californian,141
jimmy's,201 moreno dr.,?,?,?,142
joss,9255 sunset blvd.,?,?,?,?
le colonial,8783 beverly blvd.,?,?,?,?
le dome,8720 sunset blvd.,los angeles,?,french,?
louise's trattoria,4500 los feliz blvd.,los angeles,213/667-0777,italian,146
mon kee seafood restaurant,679 n. spring st.,?,?,asian,147
morton's,8764 melrose ave.,los angeles,?,?,148
nate 'n' al's,414 n. beverly dr.,?,?,?,149
nicola,601 s. figueroa st.,los angeles,213/485-0927,?,?
ocean avenue,1401 ocean ave.,?,310/394-5669,?,?
orleans,11705 national blvd.,?,?,cajun,152
pacific dining car,6th st.,?,?,?,?
paty's,10001 riverside dr.,?,818/761-9126,?,154
pinot hollywood,1448 n. gower st.,?,?,californian,155
posto,14928 ventura blvd.,sherman oaks,818/784-4400,?,?
prego,362 n. camden dr.,?,?,?,?
rj's the rib joint,252 n. beverly dr.,?,?,american,?
remi,3rd st. promenade,?,?,?,159
restaurant horikawa,111 s. san pedro st.,los angeles,?,?,160
roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles,?,?,161
schatzi on main,3110 main st.,?,?,continental,162
sofi,3rd st.,?,?,mediterranean,163
swingers,8020 beverly blvd.,los angeles,213/653-5858,?,?
tavola calda,7371 melrose ave.,los angeles,213/658-6340,italian,?
the mandarin,430 n. camden dr.,los angeles,?,asian,?
tommy tang's,7313 melrose ave.,?,?,asian,?
tra di noi,3835 cross creek rd.,?,310/456-0169,?,?
trader vic's,9876 wilshire blvd.,los angeles,?,asian,?
vida,1930 north hillhurst ave.,los feliz,?,?,170
west beach cafe,60 n. venice blvd.,?,?,american,?
20 mott,20 mott st.  between bowery and pell st.,new york,212/964-0380,?,?
9 jones street,9 jones st.,?,212/989-1220,american,?
adrienne,700 5th ave. at 55th st.,new york,?,?,?
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,?,?,?
aja,937 broadway at 22nd st.,new york,?,american,?
alamo,304 e. 48th st.,new york,?,?,177
alley's end,311 w. 17th st.,new york,212/627-8899,american,178
ambassador grill,1 united nations plaza at 44th st.,?,212/702-5014,?,179
american place,2 park ave. at 32nd st.,?,212/684-2122,?,180
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,?,?,italian,?
arizona,206 206 e. 60th st.,?,212/838-0440,?,?
arturo's,106 w. houston st.  off thompson st.,?,?,?,?
au mandarin,200-250 vesey st. world financial center,new york,?,asian,?
bar anise,1022 3rd ave.  between 60th and 61st sts.,?,212/355-1112,?,?
barbetta,321 w. 46th st.,new york,?,italian,?
ben benson's,123 w. 52nd st.,new york,?,american,187
big cup,228 8th ave.  between 21st and 22nd sts.,?,?,coffee bar,?
billy's,948 1st ave.  between 52nd and 53rd sts.,?,?,?,?
boca chica,13 1st ave.  near 1st st.,?,?,?,190
bolo,23 e. 22nd st.,?,?,mediterranean,191
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,new york,?,asian,?
bouterin,420 e. 59th st.  off 1st ave.,new york,212/758-0323,french,?
brothers bar-b-q,225 varick st. at clarkston st.,new york,212/727-2775,american,?
bruno,240 e. 58th st.,?,212/688-4190,italian,?
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,?,212/840-6500,american,196
c3,103 waverly pl.  near washington sq.,?,212/254-1200,?,?
ct,111 e. 22nd st.  between park ave. s and lexington ave.,new york,?,?,?
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,?,212/988-2655,?,199
cafe botanica,160 central park s,?,212/484-5120,?,200
cafe la fortuna,69 w. 71st st.,new york,212/724-5846,?,?
cafe luxembourg,200 w. 70th st.,new york,212/873-7411,?,202
cafe pierre,2 e. 61st st.,new york,?,?,?
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,?,?,?,?
cafe fes,246 w. 4th st. at charles st.,?,?,?,?
caffe dante,81 macdougal st.  between houston and bleeker sts.,?,212/982-5275,coffee bar,?
caffe dell'artista,46 greenwich ave.,?,212/645-4431,?,207
caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,?,french,?
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,?,212/475-9557,?,?
caffe roma,385 broome st. at mulberry,?,?,coffee bar,?
caffe vivaldi,32 jones st. at bleecker st.,new york,212/691-7538,?,?
caffe bondi ristorante,7 w. 20th st.,new york,?,italian,212
capsouto freres,451 washington st.  near watts st.,?,?,?,?
captain's table,860 2nd ave. at 46th st.,?,?,seafood,?
casa la femme,150 wooster st.  between houston and prince sts.,?,212/505-0005,?,?
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,?,212/343-9012,?,?
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,?,212/505-0727,?,217
chiam,160 e. 48th st.,new york,212/371-2323,?,?
china grill,60 w. 53rd st.,new york,212/333-7788,american,?
cite,120 w. 51st st.,?,?,french,?
coco pazzo,23 e. 74th st.,?,?,?,221
columbus bakery,53rd sts.,?,?,?,?
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,?,?,?,223
cupcake cafe,522 9th ave. at 39th st.,?,?,coffee bar,224
da nico,164 mulberry st.  between grand and broome sts.,?,212/343-1212,?,?
dean & deluca,121 prince st.,?,?,coffee bar,?
diva,341 w. broadway  near grand st.,?,212/941-9024,italian,?
dix et sept,181 w. 10th st.,?,212/645-8023,?,228
docks,633 3rd ave. at 40th st.,?,?,seafood,?
duane park cafe,157 duane st.  between w. broadway and hudson st.,?,?,?,?
el teddy's,219 w. broadway  between franklin and white sts.,new york,212/941-7070,?,231
emily's,1325 5th ave. at 111th st.,new york,212/996-1212,?,?
empire korea,6 e. 32nd st.,new york,212/725-1333,?,?
ernie's,2150 broadway  between 75th and 76th sts.,?,?,?,234
evergreen cafe,1288 1st ave. at 69th st.,?,212/744-3266,asian,?
f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,?,?,?
felix,340 w. broadway at grand st.,?,212/431-0021,?,?
ferrier,29 e. 65th st.,new york,?,?,238
fifty seven fifty seven,57 e. 57th st.,new york,212/758-5757,american,?
film center cafe,635 9th ave.  between 44th and 45th sts.,?,?,?,240
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,?,212/595-5330,?,?
firehouse,522 columbus ave.  between 85th and 86th sts.,new york,?,?,?
first,87 1st ave.  between 5th and 6th sts.,new york,212/674-3823,american,?
fishin eddie,73 w. 71st st.,?,?,?,244
fleur de jour,348 e. 62nd st.,?,212/355-2020,?,?
flowers,21 west 17th st.  between 5th and 6th aves.,?,?,american,?
follonico,6 w. 24th st.,?,?,?,?
fraunces tavern,54 pearl st. at broad st.,?,?,?,?
french roast,458 6th ave. at 11th st.,?,212/533-2233,french,249
french roast cafe,2340 broadway at 85th st.,new york,?,?,250
frico bar,402 w. 43rd st.  off 9th ave.,?,?,italian,?
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,?,212/769-1144,asian,?
gabriela's,685 amsterdam ave. at 93rd st.,?,?,mexican,?
gallagher's,228 w. 52nd st.,new york,?,american,?
gianni's,15 fulton st.,new york,212/608-7300,seafood,255
girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,?,256
global,33 93 2nd ave.  between 5th and 6th sts.,?,212/477-8427,?,?
golden unicorn,18 e. broadway at catherine st.,new york,?,?,?
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,new york,?,?,259
halcyon,151 w. 54th st.  in the rihga royal hotel,?,212/468-8888,american,?
hard rock cafe,221 w. 57th st.,?,?,american,?
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,new york,212/249-3600,?,262
home,20 cornelia st.  between bleecker and w. 4th st.,new york,212/243-9579,american,?
hudson river club,4 world financial center,?,?,?,?
i trulli,122 e. 27th st.  between lexington and park aves.,new york,?,?,?
il cortile,125 mulberry st.  between canal and hester sts.,?,212/226-6060,?,266
il nido,251 e. 53rd st.,new york,?,?,?
inca grill,492 broome st.  near w. broadway,?,?,latin american,268
indochine,430 lafayette st.  between 4th st. and astor pl.,?,?,?,?
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,212/ 614-0747,coffee bar,?
ipanema,13 w. 46th st.,?,212/730-5848,?,?
jean lafitte,68 w. 58th st.,?,212/751-2323,french,?
jewel of india,15 w. 44th st.,?,?,?,?
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york,?,?,274
joe allen,326 w. 46th st.,new york,?,?,275
judson grill,152 w. 52nd st.,?,212/582-5252,?,276
l'absinthe,227 e. 67th st.,new york,?,french,?
l'auberge,1191 1st ave.  between 64th and 65th sts.,new york,212/288-8791,?,278
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,new york,?,?,279
l'udo,432 lafayette st.  near astor pl.,?,212/388-0978,?,280
la reserve,4 w. 49th st.,new york,212/247-2993,?,?
lanza restaurant,168 1st ave.  between 10th and 11th sts.,?,?,italian,282
lattanzi ristorante,361 w. 46th st.,new york,212/315-0980,italian,?
layla,211 w. broadway at franklin st.,?,212/431-0700,middle eastern,?
le chantilly,106 e. 57th st.,?,?,?,?
le colonial,149 e. 57th st.,?,?,asian,?
le gamin,50 macdougal st.  between houston and prince sts.,new york,?,?,?
le jardin,25 cleveland pl.  near spring st.,?,?,french,288
le madri,168 w. 18th st.,?,212/727-8022,?,?
le marais,150 w. 46th st.,new york,212/869-0900,?,290
le perigord,405 e. 52nd st.,?,?,?,?
le select,507 columbus ave.  between 84th and 85th sts.,new york,212/875-1993,?,292
les halles,411 park ave. s  between 28th and 29th sts.,?,?,?,293
lincoln tavern,51 w. 64th st.,?,?,?,?
lola,30 west 22nd st.  between 5th and 6th ave.,?,212/675-6700,?,?
lucky strike,59 grand st.  between wooster st. and w. broadway,new york,?,?,296
mad fish,2182 broadway  between 77th and 78th sts.,?,?,?,?
main street,446 columbus ave.  between 81st and 82nd sts.,?,212/873-5025,american,?
mangia e bevi,800 9th ave. at 53rd st.,?,?,italian,?
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,?,212/888-6556,?,?
manila garden,325 e. 14th st.  between 1st and 2nd aves.,?,212/777-6314,?,?
marichu,342 e. 46th st.  between 1st and 2nd aves.,?,212/370-1866,french,302
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,?,212/229-9313,?,?
match,160 mercer st.  between houston and prince sts.,new york,?,american,?
matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,?,?
mavalli palace,46 e. 29th st.,new york,212/679-5535,?,?
milan cafe and coffee bar,120 w. 23rd st.,new york,212/807-1801,?,307
monkey bar,60 e. 54th st.,?,212/838-2600,american,308
montien,1134 1st ave.   between 62nd and 63rd sts.,?,?,?,?
morton's,551 5th ave. at 45th st.,?,212/972-3315,american,?
motown cafe,104 w. 57th st.  near 6th ave.,?,212/581-8030,?,311
new york kom tang soot bul house,32 w. 32nd st.,?,212/ 947-8482,?,?
new york noodletown,28 1/2 bowery at bayard st.,new york,?,?,313
newsbar,2 w. 19th st.,?,?,coffee bar,?
odeon,145 w. broadway at thomas st.,new york,?,?,?
orso,322 w. 46th st.,?,?,?,316
osteria al droge,142 w. 44th st.,?,212/944-3643,?,317
otabe,68 e. 56th st.,?,?,asian,318
pacifica,138 lafayette st.  between canal and howard sts.,new york,212/941-4168,?,319
palio,151 w. 51st. st.,?,212/245-4850,?,320
pamir,1065 1st ave.  at 58th st.,new york,?,?,?
parioli romanissimo,24 e. 81st st.,?,?,?,?
patria,250 park ave. s at 20th st.,?,?,latin american,?
peacock alley,301 park ave.  between 49th and 50th sts.,?,?,french,324
pen & pencil,205 e. 45th st.,?,212/682-8660,american,325
penang soho,109 spring st.  between greene and mercer sts.,new york,212/274-8883,?,326
persepolis,1423 2nd ave.  between 74th and 75th sts.,?,212/535-1100,middle eastern,327
planet hollywood,140 w. 57th st.,?,?,?,328
pomaire,371 w. 46th st.  off 9th ave.,new york,?,?,329
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,?,american,330
post house,28 e. 63rd st.,new york,212/935-2888,?,?
rain,100 w. 82nd st.,new york,?,asian,332
red tulip,439 e. 75th st.,?,?,?,?
remi,145 w. 53rd st.,?,212/581-4242,italian,334
republic,37a union sq. w  between 16th and 17th sts.,?,?,?,?
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,?,?,continental,336
rosa mexicano,1063 1st ave. at 58th st.,?,?,mexican,?
ruth's chris,148 w. 51st st.,?,?,american,?
s.p.q.r,133 mulberry st.  between hester and grand sts.,?,?,italian,?
sal anthony's,55 irving pl.,new york,?,italian,?
sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,?,?,?
san pietro,18 e. 54th st.,new york,212/753-9015,?,?
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,?,?,?,?
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,?,?,american,?
sea grill,19 w. 49th st.,?,?,?,345
serendipity,3 225 e. 60th st.,new york,?,?,?
seventh regiment mess and bar,643 park ave. at 66th st.,?,212/744-4107,american,347
sfuzzi,58 w. 65th st.,new york,?,?,348
shaan,57 w. 48th st.,?,?,?,?
sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,?,italian,?
