name,addr,city,phone,type,class
steak house  the,2880 las vegas blvd. s.,las vegas,?,steakhouses,?
tillerman,2245 e. flamingo rd.,?,702/731-4036,seafood,?
tillerman  the,2245 e. flamingo rd.,las vegas,?,?,73
abruzzi,2355 peachtree rd.  peachtree battle shopping center,?,?,?,74
abruzzi,2355 peachtree rd. ne,?,404-261-8186,?,74
bacchanalia,3125 piedmont rd.  near peachtree rd.,?,?,international,75
bacchanalia,3125 piedmont rd.,?,404-365-0410,?,75
bone's,3130 piedmont road,?,?,american,76
bone's restaurant,3130 piedmont rd. ne,?,?,?,?
brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,?,?,?,?
brasserie le coze,3393 peachtree rd.,?,?,french bistro,77
buckhead diner,3073 piedmont road,?,?,?,?
buckhead diner,3073 piedmont rd.,?,?,american (new),?
ciboulette,1529 piedmont ave.,atlanta,404/874-7600,?,?
ciboulette restaurant,1529 piedmont ave.,?,?,french (new),79
delectables,1 margaret mitchell sq.,atlanta,404/681-2909,?,?
delectables,1 margaret mitchell sq.,?,404-681-2909,?,?
georgia grille,2290 peachtree rd.  peachtree square shopping center,?,?,american,81
georgia grille,2290 peachtree rd.,atlanta,?,?,81
hedgerose heights inn,490 e. paces ferry rd.,atlanta,404/233-7673,?,82
hedgerose heights inn  the,490 e. paces ferry rd. ne,atlanta,?,?,?
heera of india,595 piedmont ave.  rio shopping mall,?,?,asian,?
heera of india,595 piedmont ave.,?,404-876-4408,indian,?
indigo coastal grill,1397 n. highland ave.,?,404/876-0676,?,?
indigo coastal grill,1397 n. highland ave.,atlanta,?,?,?
la grotta,2637 peachtree rd.  peachtree house condominium,?,404/231-1368,?,85
la grotta,2637 peachtree rd. ne,?,404-231-1368,italian,?
mary mac's tea room,224 ponce de leon ave.,?,404/876-1800,?,?
mary mac's tea room,224 ponce de leon ave.,atlanta,404-876-1800,?,?
nikolai's roof,255 courtland st.  at harris st.,?,404/221-6362,continental,?
nikolai's roof,255 courtland st.,?,?,?,?
pano's and paul's,1232 w. paces ferry rd.,?,?,international,88
pano's & paul's,1232 w. paces ferry rd.,atlanta,404-261-3662,american (new),88
cafe  ritz-carlton  buckhead,3434 peachtree rd.,?,404/237-2700,?,?
ritz-carlton cafe (buckhead),3434 peachtree rd. ne,atlanta,?,american (new),?
dining room  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,404/237-2700,?,90
ritz-carlton dining room (buckhead),3434 peachtree rd. ne,?,404-237-2700,?,?
restaurant  ritz-carlton  atlanta,181 peachtree st.,atlanta,?,?,?
ritz-carlton restaurant,181 peachtree st.,?,404-659-0400,french (classic),91
toulouse,b peachtree rd.,?,?,french,92
toulouse,293-b peachtree rd.,?,?,?,?
veni vidi vici,41 14th st.,?,404/875-8424,?,?
veni vidi vici,41 14th st.,?,?,italian,?
alain rondelli,126 clement st.,?,415/387-0408,?,?
alain rondelli,126 clement st.,san francisco,415-387-0408,?,?
aqua,252 california st.,?,?,?,?
aqua,252 california st.,san francisco,?,american (new),95
boulevard,1 mission st.,?,?,?,?
boulevard,1 mission st.,?,?,american (new),96
cafe claude,7 claude la.,?,?,?,?
cafe claude,7 claude ln.,?,415-392-3505,french bistro,97
campton place,340 stockton st.,?,?,?,?
campton place,340 stockton st.,?,?,?,?
chez michel,804 northpoint,san francisco,415/775-7036,?,?
chez michel,804 north point st.,?,415-775-7036,?,99
fleur de lys,777 sutter st.,?,?,french,?
fleur de lys,777 sutter st.,?,415-673-7779,french (new),?
fringale,570 4th st.,san francisco,?,?,?
fringale,570 fourth st.,?,415-543-0573,?,101
hawthorne lane,22 hawthorne st.,san francisco,415/777-9779,american,?
hawthorne lane,22 hawthorne st.,san francisco,?,californian,?
khan toke thai house,5937 geary blvd.,?,?,asian,103
khan toke thai house,5937 geary blvd.,?,?,?,103
la folie,2316 polk st.,san francisco,?,french,104
la folie,2316 polk st.,?,?,french (new),104
lulu,816 folsom st.,?,415/495-5775,mediterranean,105
lulu restaurant-bis-cafe,816 folsom st.,?,?,?,105
masa's,648 bush st.,san francisco,415/989-7154,?,?
masa's,648 bush st.,?,?,?,106
mifune japan center  kintetsu building,1737 post st.,?,415/922-0337,?,?
mifune,1737 post st.,?,?,japanese,?
plumpjack cafe,3201 fillmore st.,?,?,mediterranean,?
plumpjack cafe,3127 fillmore st.,?,?,american (new),108
postrio,545 post st.,?,415/776-7825,?,?
postrio,545 post st.,san francisco,415-776-7825,?,?
ritz-carlton restaurant and dining room,600 stockton st.,san francisco,?,?,?
ritz-carlton dining room (san francisco),600 stockton st.,?,?,french (new),?
rose pistola,532 columbus ave.,?,?,italian,?
rose pistola,532 columbus ave.,?,?,?,?
adriano's ristorante,2930 beverly glen circle,?,310/475-9807,italian,112
barney greengrass,9570 wilshire blvd.,beverly hills,?,?,?
beaurivage,26025 pacific coast hwy.,malibu,310/456-5733,?,?
bistro garden,176 n. canon dr.,?,310/550-3900,californian,?
border grill,4th st.,?,310/451-1655,mexican,116
broadway deli,3rd st. promenade,santa monica,?,?,?
ca'brea,346 s. la brea ave.,los angeles,?,?,?
ca'del sol,4100 cahuenga blvd.,?,818/985-4669,italian,119
cafe pinot,700 w. fifth st.,?,?,?,?
california pizza kitchen,207 s. beverly dr.,los angeles,310/275-1101,?,?
canter's,419 n. fairfax ave.,?,213/651-2030.,?,?
cava,3rd st.,los angeles,?,?,?
cha cha cha,656 n. virgil ave.,?,213/664-7723,caribbean,124
chan dara,310 n. larchmont blvd.,los angeles,?,asian,125
clearwater cafe,168 w. colorado blvd.,los angeles,?,?,126
dining room,9500 wilshire blvd.,?,?,?,?
dive!,10250 santa monica blvd.,los angeles,?,?,?
drago,2628 wilshire blvd.,?,?,italian,?
drai's,730 n. la cienega blvd.,?,?,french,?
dynasty room,930 hilgard ave.,?,?,continental,?
eclipse,8800 melrose ave.,?,310/724-5959,?,132
ed debevic's,134 n. la cienega,?,?,american,133
el cholo,1121 s. western ave.,?,?,mexican,?
gilliland's,2424 main st.,?,?,?,?
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,?,310/454-3474,?,?
hard rock cafe,8600 beverly blvd.,?,310/276-7605,?,?
harry's bar & american grill,2020 ave. of the stars,los angeles,?,italian,?
il fornaio cucina italiana,301 n. beverly dr.,?,310/550-8330,italian,139
jack sprat's grill,10668 w. pico blvd.,?,?,health food,140
jackson's farm,439 n. beverly drive,los angeles,?,?,?
jimmy's,201 moreno dr.,?,?,?,?
joss,9255 sunset blvd.,?,?,?,?
le colonial,8783 beverly blvd.,los angeles,?,asian,144
le dome,8720 sunset blvd.,los angeles,?,?,?
louise's trattoria,4500 los feliz blvd.,los angeles,213/667-0777,?,?
mon kee seafood restaurant,679 n. spring st.,los angeles,213/628-6717,?,?
morton's,8764 melrose ave.,los angeles,310/276-5205,?,?
nate 'n' al's,414 n. beverly dr.,?,?,?,?
nicola,601 s. figueroa st.,?,213/485-0927,?,?
ocean avenue,1401 ocean ave.,?,?,?,?
orleans,11705 national blvd.,los angeles,?,cajun,?
pacific dining car,6th st.,los angeles,?,american,153
paty's,10001 riverside dr.,toluca lake,?,american,?
pinot hollywood,1448 n. gower st.,los angeles,?,californian,?
posto,14928 ventura blvd.,?,818/784-4400,italian,156
prego,362 n. camden dr.,los angeles,310/277-7346,?,?
rj's the rib joint,252 n. beverly dr.,los angeles,?,?,?
remi,3rd st. promenade,?,310/393-6545,?,?
restaurant horikawa,111 s. san pedro st.,?,213/680-9355,asian,160
roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles,?,?,161
schatzi on main,3110 main st.,?,310/399-4800,continental,?
sofi,3rd st.,?,213/651-0346,?,163
swingers,8020 beverly blvd.,los angeles,?,american,164
tavola calda,7371 melrose ave.,los angeles,?,?,165
the mandarin,430 n. camden dr.,?,?,?,166
tommy tang's,7313 melrose ave.,?,213/937-5733,?,?
tra di noi,3835 cross creek rd.,?,310/456-0169,?,?
trader vic's,9876 wilshire blvd.,los angeles,310/276-6345,?,?
vida,1930 north hillhurst ave.,?,213/660-4446,?,?
west beach cafe,60 n. venice blvd.,?,310/823-5396,?,171
20 mott,20 mott st.  between bowery and pell st.,?,?,asian,172
9 jones street,9 jones st.,?,?,american,173
adrienne,700 5th ave. at 55th st.,?,212/903-3918,french,174
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,?,?,175
aja,937 broadway at 22nd st.,?,?,american,?
alamo,304 e. 48th st.,?,?,mexican,177
alley's end,311 w. 17th st.,?,?,?,178
ambassador grill,1 united nations plaza at 44th st.,?,?,?,179
american place,2 park ave. at 32nd st.,?,?,?,180
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,new york,212/308-0112,?,?
arizona,206 206 e. 60th st.,?,?,?,182
arturo's,106 w. houston st.  off thompson st.,?,212/677-3820,?,?
au mandarin,200-250 vesey st. world financial center,?,212/385-0313,?,184
bar anise,1022 3rd ave.  between 60th and 61st sts.,new york,?,?,185
barbetta,321 w. 46th st.,new york,212/246-9171,?,?
ben benson's,123 w. 52nd st.,?,?,american,?
big cup,228 8th ave.  between 21st and 22nd sts.,new york,212/206-0059,coffee bar,188
billy's,948 1st ave.  between 52nd and 53rd sts.,?,?,?,?
boca chica,13 1st ave.  near 1st st.,?,?,?,190
bolo,23 e. 22nd st.,new york,?,?,?
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,?,?,asian,192
bouterin,420 e. 59th st.  off 1st ave.,?,?,french,193
brothers bar-b-q,225 varick st. at clarkston st.,?,?,american,?
bruno,240 e. 58th st.,?,212/688-4190,italian,195
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,?,212/840-6500,american,?
c3,103 waverly pl.  near washington sq.,new york,?,american,197
ct,111 e. 22nd st.  between park ave. s and lexington ave.,?,?,?,198
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,?,?,?,199
cafe botanica,160 central park s,?,?,?,?
cafe la fortuna,69 w. 71st st.,?,?,?,201
cafe luxembourg,200 w. 70th st.,?,212/873-7411,?,202
cafe pierre,2 e. 61st st.,?,212/940-8185,?,203
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,new york,?,french,?
cafe fes,246 w. 4th st. at charles st.,new york,212/924-7653,?,205
caffe dante,81 macdougal st.  between houston and bleeker sts.,?,?,coffee bar,206
caffe dell'artista,46 greenwich ave.,?,212/645-4431,?,207
caffe lure,169 sullivan st.  between houston and bleecker sts.,?,212/473-2642,?,208
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,?,212/475-9557,?,209
caffe roma,385 broome st. at mulberry,?,?,?,?
caffe vivaldi,32 jones st. at bleecker st.,?,?,coffee bar,?
caffe bondi ristorante,7 w. 20th st.,?,212/691-8136,?,?
capsouto freres,451 washington st.  near watts st.,?,212/966-4900,french,?
captain's table,860 2nd ave. at 46th st.,?,212/697-9538,?,214
casa la femme,150 wooster st.  between houston and prince sts.,new york,212/505-0005,?,?
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,?,212/343-9012,asian,?
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,?,?,?,?
chiam,160 e. 48th st.,?,?,?,218
china grill,60 w. 53rd st.,?,212/333-7788,?,219
cite,120 w. 51st st.,?,212/956-7100,?,?
coco pazzo,23 e. 74th st.,new york,?,italian,221
columbus bakery,53rd sts.,new york,?,?,?
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,?,?,?,?
cupcake cafe,522 9th ave. at 39th st.,?,212/465-1530,?,?
da nico,164 mulberry st.  between grand and broome sts.,?,?,?,?
dean & deluca,121 prince st.,?,?,?,226
diva,341 w. broadway  near grand st.,?,?,?,227
dix et sept,181 w. 10th st.,?,?,french,?
docks,633 3rd ave. at 40th st.,?,?,seafood,229
duane park cafe,157 duane st.  between w. broadway and hudson st.,?,?,american,230
el teddy's,219 w. broadway  between franklin and white sts.,new york,?,mexican,?
emily's,1325 5th ave. at 111th st.,?,?,american,?
empire korea,6 e. 32nd st.,?,?,asian,?
ernie's,2150 broadway  between 75th and 76th sts.,?,?,american,234
evergreen cafe,1288 1st ave. at 69th st.,new york,212/744-3266,?,?
f. ille ponte ristorante,39 desbrosses st.  near west st.,?,212/226-4621,italian,?
felix,340 w. broadway at grand st.,new york,212/431-0021,?,?
ferrier,29 e. 65th st.,new york,?,?,?
fifty seven fifty seven,57 e. 57th st.,?,212/758-5757,?,239
film center cafe,635 9th ave.  between 44th and 45th sts.,new york,?,?,?
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,new york,212/595-5330,italian,241
firehouse,522 columbus ave.  between 85th and 86th sts.,?,212/595-3139,american,?
first,87 1st ave.  between 5th and 6th sts.,?,212/674-3823,?,243
fishin eddie,73 w. 71st st.,?,212/874-3474,seafood,?
fleur de jour,348 e. 62nd st.,new york,?,coffee bar,?
flowers,21 west 17th st.  between 5th and 6th aves.,new york,?,?,?
follonico,6 w. 24th st.,new york,?,?,?
fraunces tavern,54 pearl st. at broad st.,?,?,?,?
french roast,458 6th ave. at 11th st.,new york,212/533-2233,?,?
french roast cafe,2340 broadway at 85th st.,new york,?,?,?
frico bar,402 w. 43rd st.  off 9th ave.,?,?,italian,?
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,?,212/769-1144,asian,252
gabriela's,685 amsterdam ave. at 93rd st.,?,?,mexican,253
gallagher's,228 w. 52nd st.,new york,?,?,?
gianni's,15 fulton st.,new york,?,?,?
girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,?,?
global,33 93 2nd ave.  between 5th and 6th sts.,?,212/477-8427,american,?
golden unicorn,18 e. broadway at catherine st.,new york,?,?,?
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,?,?,?,?
halcyon,151 w. 54th st.  in the rihga royal hotel,?,?,?,260
hard rock cafe,221 w. 57th st.,?,?,?,?
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,?,?,?,?
home,20 cornelia st.  between bleecker and w. 4th st.,?,?,?,263
hudson river club,4 world financial center,?,212/786-1500,american,?
i trulli,122 e. 27th st.  between lexington and park aves.,new york,212/481-7372,?,?
il cortile,125 mulberry st.  between canal and hester sts.,?,?,?,?
il nido,251 e. 53rd st.,new york,212/753-8450,?,?
inca grill,492 broome st.  near w. broadway,?,212/966-3371,?,?
indochine,430 lafayette st.  between 4th st. and astor pl.,?,?,?,?
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,?,?,?,?
ipanema,13 w. 46th st.,?,?,?,271
jean lafitte,68 w. 58th st.,new york,212/751-2323,?,272
jewel of india,15 w. 44th st.,new york,?,?,?
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,?,?,?,274
joe allen,326 w. 46th st.,?,?,american,?
judson grill,152 w. 52nd st.,?,?,?,276
l'absinthe,227 e. 67th st.,new york,?,french,?
l'auberge,1191 1st ave.  between 64th and 65th sts.,?,?,middle eastern,?
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,new york,212/242-4705,?,279
l'udo,432 lafayette st.  near astor pl.,?,212/388-0978,?,?
la reserve,4 w. 49th st.,?,?,french,?
lanza restaurant,168 1st ave.  between 10th and 11th sts.,?,?,?,?
lattanzi ristorante,361 w. 46th st.,?,?,?,?
layla,211 w. broadway at franklin st.,?,212/431-0700,middle eastern,?
le chantilly,106 e. 57th st.,new york,?,?,?
le colonial,149 e. 57th st.,?,212/ 752-0808,?,286
le gamin,50 macdougal st.  between houston and prince sts.,new york,?,?,287
le jardin,25 cleveland pl.  near spring st.,new york,?,?,?
le madri,168 w. 18th st.,?,?,italian,?
le marais,150 w. 46th st.,new york,212/869-0900,american,290
le perigord,405 e. 52nd st.,?,212/755-6244,french,?
le select,507 columbus ave.  between 84th and 85th sts.,?,212/875-1993,american,?
les halles,411 park ave. s  between 28th and 29th sts.,?,?,french,293
lincoln tavern,51 w. 64th st.,?,212/721-8271,?,294
lola,30 west 22nd st.  between 5th and 6th ave.,?,?,?,?
lucky strike,59 grand st.  between wooster st. and w. broadway,?,212/941-0479,?,296
mad fish,2182 broadway  between 77th and 78th sts.,?,?,seafood,?
main street,446 columbus ave.  between 81st and 82nd sts.,?,?,?,?
mangia e bevi,800 9th ave. at 53rd st.,new york,212/956-3976,?,?
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,?,?,american,300
manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york,?,asian,?
marichu,342 e. 46th st.  between 1st and 2nd aves.,?,?,french,?
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,?,212/229-9313,?,?
match,160 mercer st.  between houston and prince sts.,new york,212/906-9173,american,?
matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,?,?
mavalli palace,46 e. 29th st.,?,212/679-5535,?,306
milan cafe and coffee bar,120 w. 23rd st.,?,212/807-1801,?,307
monkey bar,60 e. 54th st.,?,?,?,?
montien,1134 1st ave.   between 62nd and 63rd sts.,?,212/421-4433,asian,?
morton's,551 5th ave. at 45th st.,?,?,?,?
motown cafe,104 w. 57th st.  near 6th ave.,new york,?,?,?
new york kom tang soot bul house,32 w. 32nd st.,new york,?,?,?
new york noodletown,28 1/2 bowery at bayard st.,?,?,asian,313
newsbar,2 w. 19th st.,?,212/255-3996,?,314
odeon,145 w. broadway at thomas st.,new york,?,?,?
orso,322 w. 46th st.,new york,212/489-7212,italian,316
osteria al droge,142 w. 44th st.,new york,?,italian,?
otabe,68 e. 56th st.,?,?,?,318
pacifica,138 lafayette st.  between canal and howard sts.,?,212/941-4168,?,?
palio,151 w. 51st. st.,new york,?,?,320
pamir,1065 1st ave.  at 58th st.,?,212/644-9258,middle eastern,321
parioli romanissimo,24 e. 81st st.,new york,212/288-2391,?,?
patria,250 park ave. s at 20th st.,?,212/777-6211,latin american,?
peacock alley,301 park ave.  between 49th and 50th sts.,?,212/872-4895,french,324
pen & pencil,205 e. 45th st.,?,212/682-8660,?,?
penang soho,109 spring st.  between greene and mercer sts.,?,212/274-8883,asian,326
persepolis,1423 2nd ave.  between 74th and 75th sts.,?,212/535-1100,?,?
planet hollywood,140 w. 57th st.,new york,212/333-7827,american,?
pomaire,371 w. 46th st.  off 9th ave.,?,?,latin american,?
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,?,?,american,?
post house,28 e. 63rd st.,?,?,american,?
rain,100 w. 82nd st.,new york,?,?,332
red tulip,439 e. 75th st.,?,?,eastern european,?
remi,145 w. 53rd st.,?,?,?,?
republic,37a union sq. w  between 16th and 17th sts.,?,?,asian,?
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york,?,continental,336
rosa mexicano,1063 1st ave. at 58th st.,new york,212/753-7407,?,?
ruth's chris,148 w. 51st st.,?,?,?,?
s.p.q.r,133 mulberry st.  between hester and grand sts.,?,212/925-3120,italian,?
sal anthony's,55 irving pl.,?,?,italian,?
sammy's roumanian steak house,157 chrystie st. at delancey st.,?,212/673-0330,?,?
san pietro,18 e. 54th st.,new york,212/753-9015,italian,?
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,?,?,coffee bar,?
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york,?,?,?
sea grill,19 w. 49th st.,?,?,?,?
serendipity,3 225 e. 60th st.,?,212/838-3531,?,346
seventh regiment mess and bar,643 park ave. at 66th st.,?,?,?,?
sfuzzi,58 w. 65th st.,new york,212/873-3700,american,348
shaan,57 w. 48th st.,new york,?,asian,?
sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,?,?,?
spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,212/966-0290,?,351
